"participant_code","mode_survey","assign_date","assign_week_day","actual_date","actual_week_day","actual_hour","age_or_range","age_or_mid_range","gender","full_or_part_time","work_role","edu","indiv_or_family_income","income_mid_range","place_birth","district","ethnicity","permanent_residence","num_usual_contacts","include_all_contacts","num_left_out","num_diary_contact","age_weights","houseSize","distance","weights"
23221606,0,352,7,352.744004629669,1,17,1,"0-10",0,999,999,"primary",999,"unknown",1,4,1,1,5,1,9001,11,27.9329608938547,">=5",0.193956641476047,1
23440991,0,389,2,389.923645833274,0,22,2,"0-10",1,1,4,"primary",999,"unknown",1,6,1,1,4,997,5,6,27.9329608938547,"4",0.279700314021079,1
23499032,1,373,7,391.513252314762,0,12,1,"21-40",0,1,1,"postsec",1,"20-39k",2,9,1,1,5,997,10,16,12.970168612192,">=5",0.153271147549997,1
23601144,1,352,7,369.437615740695,0,10,1,"41-65",0,1,1,"secondary",2,"20-39k",1,1,1,1,3,997,9,8,18.9035916824197,"3",0.630900378470017,1
23631969,0,375,2,376.919594907435,0,22,1,"41-65",0,999,999,"postsec",999,"unknown",1,7,1,1,5,1,9001,5,12.2399020807834,">=5",0.211878845163738,1
23718206,0,141,6,139.425752314855,0,10,1,"11-19",1,999,999,"secondary",2,"20-39k",1,16,1,1,4,1,9001,3,16.4473684210526,"4",0.252155316453423,1
23919020,0,27,4,33.5896296296269,0,14,2,"21-40",1,1,3,"secondary",1,"10-19k",2,13,1,1,4,1,9001,4,12.3762376237624,"4",0.46430076772504,1
24024370,1,349,4,354.463136574021,0,11,2,"21-40",0,1,1,"postsec",1,"unknown",1,2,1,1,4,997,75,11,15.3374233128834,"4",0.0627597675321427,1
24024711,1,145,3,259.480879629613,0,11,1,"41-65",1,1,1,"primary",1,"unknown",1,2,1,1,3,999,9001,19,11.3636363636364,"3",0.690604766677704,1
24149384,0,328,4,328.941412037006,0,22,1,"21-40",1,1,1,"postsec",1,"10-19k",1,12,1,1,5,997,5,5,15.3374233128834,">=5",0.234385752930903,1
24248656,0,331,7,427.530381944496,0,12,1,"41-65",1,2,5,"postsec",999,"unknown",1,1,1,1,4,1,9001,3,10.6837606837607,"4",0.202827123369723,1
24370596,1,379,6,400.648680555518,1,15,1,"0-10",0,999,4,"primary",999,"unknown",1,9,1,1,4,997,7,11,27.9329608938547,"4",0.179873428091393,1
24445376,1,98,5,118.783506944426,0,18,1,"41-65",0,999,6,"secondary",2,"20-39k",1,6,1,1,6,997,3,15,14.5348837209302,">=5",0.693001321509095,1
24498627,0,28,5,27.4114930555224,0,9,2,"41-65",1,1,1,"secondary",999,"unknown",1,2,1,1,4,997,10,5,11.3636363636364,"4",0.441433734002036,1
24533540,0,328,4,328.845324074035,0,20,2,"0-10",0,1,4,"primary",1,"<10k",1,1,1,1,3,997,500,1,27.9329608938547,"3",0.593744439202591,1
24577058,1,23,7,28.7600115740206,0,18,1,"41-65",1,999,5,"secondary",2,"10-19k",1,6,1,1,3,1,9001,5,14.5348837209302,"3",0.742985336594096,1
24638255,0,332,1,334.166458333377,0,3,2,"21-40",1,1,5,"secondary",2,"20-39k",1,6,1,1,4,997,10,2,12.970168612192,"4",0.347311004316069,1
24730187,1,336,5,354.497256944422,0,11,1,"41-65",1,2,2,"secondary",2,"10-19k",2,6,1,1,5,999,9001,2,10.6837606837607,">=5",0.776771078762066,1
24760713,1,18,2,25.5346527778311,0,12,1,"41-65",0,1,1,"secondary",1,"10-19k",1,3,1,1,2,997,5,2,11.3636363636364,"2",0.717322489734799,1
25074113,0,387,7,386.945370370406,1,22,1,"11-19",1,999,999,"primary",999,"unknown",1,6,1,1,5,997,30,3,20.0400801603206,">=5",0.214360715545696,1
25281029,1,101,1,110.515972222202,0,12,1,"41-65",1,2,1,"secondary",2,"10-19k",1,3,1,1,2,997,7,6,14.5348837209302,"2",0.72488838654082,1
25300496,1,352,7,370.460312500014,0,11,1,"0-10",0,999,4,"primary",2,"<10k",2,11,1,1,5,999,9001,17,23.5294117647059,">=5",0.637578910887742,1
25328987,0,328,4,328.821400462999,0,19,2,"41-65",1,999,999,"secondary",999,"unknown",1,13,1,1,2,1,9001,1,12.2399020807834,"2",0.396337280541258,1
25419195,0,19,3,20.0534375000279,0,1,1,"21-40",0,1,1,"postsec",999,"unknown",1,11,1,1,4,1,9001,5,12.3762376237624,"4",0.0627597675321427,1
25993392,0,81,2,83.7159375000047,0,17,1,"41-65",0,1,1,"secondary",2,"20-39k",1,17,1,1,3,997,10,22,10.6837606837607,"3",0.630900378470017,1
26015614,1,145,3,252.498252314865,0,11,1,"41-65",0,999,6,"secondary",2,">=40k",2,18,1,1,4,997,100,11,18.9035916824197,"4",0.457529825799297,1
26075094,1,113,6,113.641134259291,1,15,1,"41-65",0,1,3,"primary",1,"10-19k",1,14,1,999,2,1,9001,25,14.5348837209302,"2",0.821798462938318,1
26343036,0,366,7,364.479224537034,0,11,2,"21-40",0,1,1,"postsec",1,"20-39k",1,14,1,1,5,1,9001,9,12.970168612192,">=5",0.153271147549997,1
26354694,1,349,4,369.62553240743,0,15,1,"21-40",1,1,1,"postsec",2,"20-39k",1,2,1,1,5,997,10,28,12.970168612192,">=5",0.158217639110931,1
26616425,0,370,4,371.011087963008,0,0,1,"0-10",0,1,4,"primary",1,"<10k",1,17,1,1,4,997,3,1,27.9329608938547,"4",0.61589698366556,1
26742090,1,32,2,36.7867824074347,1,18,1,">65",1,999,6,"secondary",999,"<10k",999,14,1,1,2,1,9001,8,7.96178343949044,"2",0.985684917509756,1
26937464,1,28,5,32.7223379629431,0,17,1,">65",0,1,3,"secondary",1,">=40k",997,13,1,1,3,1,9001,29,7.96178343949044,"3",0.969753891259518,1
27041623,1,102,2,105.781840277836,0,18,1,">65",0,999,6,"postsec",999,"unknown",2,17,1,1,2,997,5,14,7.96178343949044,"2",0.894629211043696,1
27076603,1,198,7,259.761724537006,0,18,1,"41-65",1,1,1,"primary",999,"<10k",1,11,1,1,3,997,20,28,14.5348837209302,"3",0.905397289930902,1
27250942,0,351,6,348.824444444384,0,19,2,"21-40",0,1,1,"postsec",1,"10-19k",1,15,1,1,3,997,2,2,15.3374233128834,"3",0.196749243892774,1
27571683,1,336,5,364.500613425975,0,12,1,"41-65",1,999,999,"secondary",999,"unknown",2,18,1,1,3,1,9001,2,10.6837606837607,"3",0.418715722448436,1
27608939,1,23,7,28.7839467593003,0,18,1,"41-65",0,999,999,"primary",999,"unknown",1,3,1,1,4,997,3,4,10.6837606837607,"4",0.702248589288214,1
27715859,1,373,7,400.536296296283,1,12,1,"21-40",0,1,1,"postsec",1,"20-39k",1,14,1,1,4,997,5,29,12.970168612192,"4",0.0882245126487788,1
27743004,0,334,3,334.938217592542,0,22,1,"21-40",1,1,1,"postsec",999,"10-19k",1,12,1,1,4,1,9001,7,12.9032258064516,"4",0.218161508577712,1
27992971,0,328,4,326.806979166693,0,19,1,"41-65",0,2,6,"secondary",2,"10-19k",1,15,1,1,6,1,9001,1,18.9035916824197,">=5",0.78617613514555,1
28028420,0,213,1,210.758495370392,0,18,2,"11-19",1,999,999,"postsec",2,"20-39k",1,17,1,1,5,1,9001,4,16.4473684210526,">=5",0.106422130401404,1
28241619,1,320,3,354.433101851842,0,10,2,"41-65",0,999,6,"primary",1,"<10k",1,13,1,1,2,997,100,5,18.9035916824197,"2",0.893629536076131,1
28294664,0,350,5,348.851597222267,0,20,1,"41-65",1,999,999,"secondary",999,"unknown",1,999,1,1,4,1,9001,1,10.6837606837607,"4",0.441433734002036,1
28350064,0,377,4,379.868726851884,1,20,2,"0-10",1,999,999,"unknown",999,"unknown",1,17,1,1,4,997,4,6,27.9329608938547,"4",0.204579358908147,1
28422326,0,375,2,378.914155092556,0,21,2,"21-40",1,1,1,"secondary",1,"10-19k",1,17,1,1,3,1,9001,3,12.970168612192,"3",0.441335765502981,1
28574438,1,320,3,355.626747685135,0,15,1,"41-65",0,1,1,"secondary",1,"10-19k",1,2,1,1,4,997,33,18,12.2399020807834,"4",0.753361878120197,1
28718993,0,22,6,25.6360416666139,0,15,2,"0-10",1,999,999,"primary",1,"<10k",1,5,1,1,4,1,9001,4,23.5294117647059,"4",0.624757462324061,1
28989980,0,366,7,363.596319444478,0,14,1,"0-10",0,999,999,"primary",2,"20-39k",1,18,1,1,3,1,9001,4,23.5294117647059,"3",0.456479929549097,1
29184906,0,209,4,209.991215277812,0,23,2,"21-40",1,999,999,"postsec",2,"10-19k",1,5,1,1,4,997,1,1,12.9032258064516,"4",0.218161508577712,1
29192718,1,333,2,354.513506944408,0,12,1,">65",0,999,6,"secondary",2,"20-39k",1,2,1,1,3,1,9001,10,7.96178343949044,"3",0.986166739240188,1
29277603,1,71,6,106.737118055578,1,17,1,">65",0,999,6,"secondary",999,"unknown",1,5,1,1,1,997,3,2,7.96178343949044,"1",0.933761495897835,1
29331062,1,334,3,368.490034722257,0,11,2,"41-65",1,1,5,"primary",2,"20-39k",1,17,1,1,3,1,9001,8,10.6837606837607,"3",0.846147487816145,1
29399075,0,395,1,397.532650462934,0,12,2,"0-10",1,1,4,"primary",2,">=40k",1,18,1,1,3,1,9001,5,23.5294117647059,"3",0.281714156509591,1
29415238,0,21,5,21.882303240709,0,21,1,"0-10",0,999,999,"primary",2,">=40k",1,8,1,1,6,1,9001,24,23.5294117647059,">=5",0.33281299912183,1
29632406,0,357,5,372.523530092556,1,12,2,"0-10",0,999,2,"primary",999,"20-39k",1,6,1,1,4,1,9001,3,23.5294117647059,"4",0.350816035574237,1
29712625,1,99,6,259.600219907355,0,14,1,">65",0,2,6,"postsec",1,"<10k",1,8,1,1,1,1,9001,1,7.96178343949044,"1",0.970743516835385,1
29894332,0,340,2,340.719108796329,0,17,1,"11-19",0,999,999,"secondary",2,"20-39k",1,14,1,1,4,1,9001,6,16.4473684210526,"4",0.245127184135469,1
29903147,1,379,6,400.419201388839,1,10,1,"21-40",0,999,999,"postsec",1,"<10k",1,7,1,1,1,1,9001,9,12.3762376237624,"1",0.113083180146012,1
30022876,0,10,1,26.6860879629385,0,16,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,998,1,4,997,2,2,15.3374233128834,"4",0.218161508577712,1
30122128,0,351,6,352.97237268521,1,23,2,"0-10",0,999,999,"primary",999,"unknown",1,13,1,1,5,1,9001,5,27.9329608938547,">=5",0.193956641476047,1
30325393,1,29,6,82.7898958333535,0,18,2,"41-65",1,999,6,"secondary",2,">=40k",1,10,1,1,2,1,9001,9,14.5348837209302,"2",0.421145262701189,1
30348793,0,331,7,329.730462962994,0,17,2,"41-65",1,1,1,"secondary",1,">=40k",997,2,1,1,1,1,9001,2,11.3636363636364,"1",0.398726040764852,1
30521751,0,340,2,340.888865740737,0,21,1,"41-65",0,1,1,"secondary",1,"10-19k",1,11,1,1,4,997,2,6,11.3636363636364,"4",0.753361878120197,1
30549698,1,317,7,351.62134259264,1,14,1,"41-65",0,1,6,"secondary",1,"<10k",997,14,1,1,2,1,9001,1,14.5348837209302,"2",0.61389934337281,1
30864972,1,379,6,400.42876157409,1,10,1,"11-19",0,999,4,"unknown",2,"20-39k",1,7,1,1,2,997,5,7,20.0400801603206,"2",0.356371624108345,1
30881166,0,375,2,375.826192129636,0,19,1,"0-10",1,999,999,"primary",1,"<10k",1,13,1,1,3,1,9001,2,23.5294117647059,"3",0.602786361068216,1
30922684,0,344,6,345.949432870373,1,22,2,"21-40",0,1,1,"postsec",999,"unknown",2,5,1,1,4,1,9001,14,12.9032258064516,"4",0.0377873883024986,1
31112109,0,366,7,367.488715277752,0,11,2,"11-19",1,1,4,"primary",999,"unknown",1,9,1,1,5,1,9001,3,20.0400801603206,">=5",0.317517715369891,1
31244464,1,320,3,337.745868055616,1,17,1,">65",1,1,5,"secondary",2,"unknown",2,11,1,1,3,999,9001,2,7.96178343949044,"3",0.946291828147858,1
31334995,0,370,4,370.689791666693,0,16,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,3,1,9001,2,12.970168612192,"3",0.202762886612892,1
31377488,0,350,5,352.385694444412,1,9,1,"41-65",0,1,1,"postsec",1,"10-19k",2,18,1,1,2,997,4,2,11.3636363636364,"2",0.323925872328968,1
31489875,1,234,1,265.483912036987,0,11,2,"41-65",1,999,5,"secondary",2,"20-39k",1,11,1,1,3,997,6,18,11.3636363636364,"3",0.639617273123221,1
31623010,1,373,7,427.54105324077,0,12,1,"11-19",1,1,4,"primary",2,"20-39k",1,13,1,1,6,997,8,4,27.9329608938547,">=5",0.557062927048113,1
31667835,0,332,1,328.793703703675,0,19,2,"41-65",0,999,999,"postsec",2,"20-39k",2,18,1,1,3,1,9001,1,18.9035916824197,"3",0.354963754587636,1
31689500,0,334,3,334.697592592565,0,16,2,"41-65",0,999,999,"secondary",1,"<10k",1,18,1,1,3,1,9001,6,12.2399020807834,"3",0.748394875644313,1
31929510,1,324,7,337.484861111152,1,11,2,"41-65",1,2,1,"secondary",1,"<10k",1,1,1,1,2,997,8,20,10.6837606837607,"2",0.622777679709692,1
31937300,0,346,1,344.048182870378,1,1,2,"11-19",0,1,4,"secondary",2,"20-39k",1,1,1,1,4,997,100,12,20.0400801603206,"4",0.159975993620941,1
32119336,1,397,3,400.714039351908,1,17,2,"0-10",1,999,4,"primary",2,"10-19k",1,2,1,1,3,1,9001,5,27.9329608938547,"3",0.45445293145699,1
32141401,0,334,3,330.93949074077,1,22,1,"21-40",0,2,4,"secondary",1,"<10k",1,2,1,1,4,997,20,1,16.4473684210526,"4",0.343406944554882,1
32179276,0,366,7,367.568344907369,0,13,2,"21-40",1,999,999,"unknown",999,"unknown",2,6,1,1,3,1,9001,2,12.3762376237624,"3",0.407896119755698,1
32308292,1,86,7,91.7509953703266,0,18,1,"41-65",1,1,1,"secondary",1,"10-19k",1,2,1,1,2,999,9001,7,11.3636363636364,"2",0.72488838654082,1
32332436,0,84,5,82.6562615741277,0,15,1,"21-40",1,1,1,"postsec",1,"10-19k",1,9,1,1,4,1,9001,1,12.9032258064516,"4",0.218161508577712,1
32342024,0,374,1,377.37606481486,0,9,1,"0-10",1,999,999,"unknown",2,">=40k",1,9,1,1,5,1,9001,4,23.5294117647059,">=5",0.347759588426766,1
32396588,0,23,7,24.4757754629245,0,11,2,"41-65",1,1,1,"postsec",1,">=40k",1,11,1,1,2,1,9001,11,12.2399020807834,"2",0.189779131703797,1
32488774,0,366,7,363.976307870355,0,23,2,"0-10",0,1,4,"primary",999,"unknown",1,13,1,1,4,1,9001,1,27.9329608938547,"4",0.272183866207816,1
32596110,1,34,4,91.5748379629804,0,13,1,"41-65",1,999,999,"primary",2,"<10k",2,6,1,1,6,997,2,2,12.2399020807834,">=5",0.926681352862324,1
32683957,1,352,7,370.500162037089,0,12,1,"21-40",1,1,1,"secondary",1,"10-19k",1,15,1,1,2,1,9001,2,12.970168612192,"2",0.418619017174967,1
32879731,1,25,2,28.7945138888899,0,19,1,"41-65",0,1,1,"secondary",1,"10-19k",2,6,1,1,3,997,30,5,11.3636363636364,"3",0.73573569112561,1
33053855,0,339,1,340.452245370368,0,10,2,"41-65",1,1,1,"postsec",1,">=40k",1,6,1,1,3,997,10,6,12.2399020807834,"3",0.204444576520989,1
33056691,1,373,7,393.694456018507,1,16,1,"0-10",1,999,999,"primary",1,"<10k",1,14,1,1,5,1,9001,20,23.5294117647059,">=5",0.517207868024234,1
33101941,1,320,3,355.696469907416,0,16,2,"41-65",1,999,5,"secondary",1,"10-19k",1,6,1,1,3,1,9001,21,14.5348837209302,"3",0.742985336594096,1
33403043,0,27,4,28.9960763888666,0,23,2,"41-65",1,1,1,"postsec",2,">=40k",1,8,1,1,3,1,9001,7,12.2399020807834,"3",0.204444576520989,1
33440850,0,366,7,367.956932870322,0,22,1,"0-10",0,1,4,"primary",999,"unknown",1,2,1,1,4,1,9001,3,23.5294117647059,"4",0.272183866207816,1
33476208,1,336,5,370.660347222234,0,15,2,"41-65",0,999,6,"secondary",2,">=40k",2,6,1,1,4,1,9001,10,14.5348837209302,"4",0.457529825799297,1
33731847,0,418,3,417.90445601847,0,21,1,"0-10",1,1,4,"primary",2,">=40k",1,15,1,1,5,997,3,5,27.9329608938547,">=5",0.32069712308505,1
33755370,0,30,7,29.9034722222714,1,21,1,"21-40",1,1,1,"postsec",1,"10-19k",1,15,1,1,5,997,30,7,15.3374233128834,">=5",0.152213486920234,1
33967483,0,356,4,356.399375000037,0,9,2,"21-40",1,999,999,"secondary",999,"unknown",2,12,1,1,5,997,8,2,12.970168612192,">=5",0.191556368874913,1
34177785,0,262,1,265.458101851866,0,10,1,"21-40",1,1,1,"postsec",1,"10-19k",1,13,1,1,4,997,5,6,12.3762376237624,"4",0.218161508577712,1
34353107,0,377,4,375.798472222174,0,19,1,"0-10",1,1,4,"primary",999,"unknown",1,11,1,1,4,997,60,35,27.9329608938547,"4",0.279700314021079,1
34506763,0,389,2,391.923831018503,0,22,2,"0-10",1,1,4,"primary",1,"<10k",1,16,1,1,5,999,9001,6,23.5294117647059,">=5",0.646226524064282,1
34627653,0,318,1,320.634571759263,0,15,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,3,1,9001,4,15.3374233128834,"3",0.202762886612892,1
34773346,1,373,7,400.543460648158,1,13,1,"11-19",0,999,4,"primary",2,"10-19k",1,17,1,1,3,997,65,8,27.9329608938547,"3",0.466979773795705,1
34794436,0,366,7,363.711956018466,0,17,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,1,9001,2,12.2399020807834,"3",0.630900378470017,1
34821983,0,314,4,314.511886574095,0,12,1,"41-65",1,1,1,"secondary",999,"unknown",1,16,1,1,4,1,9001,2,11.3636363636364,"4",0.441433734002036,1
34840824,0,60,2,57.6842592592584,1,16,2,"11-19",0,999,999,"secondary",999,"unknown",1,1,1,1,4,1,9001,1,20.0400801603206,"4",0.0717470321370942,1
34931103,1,352,7,370.717337962938,0,17,1,"11-19",1,999,4,"primary",2,"unknown",1,11,1,1,4,1,9001,7,20.0400801603206,"4",0.297777170925965,1
35145881,0,379,6,379.779733796255,1,18,1,"11-19",1,1,4,"primary",999,"unknown",1,14,1,1,5,997,10,12,20.0400801603206,">=5",0.214360715545696,1
35146558,0,351,6,351.9296875,1,22,1,"0-10",1,999,999,"primary",999,"unknown",1,2,1,1,4,1,9001,3,23.5294117647059,"4",0.185490374432433,1
35257030,0,375,2,372.973993055522,1,23,2,"21-40",1,1,1,"secondary",2,">=40k",1,12,1,1,3,997,4,2,12.9032258064516,"3",0.113418166286653,1
35266739,0,311,1,312.016180555569,0,0,1,"41-65",1,2,6,"postsec",2,"20-39k",1,6,1,1,2,1,9001,1,18.9035916824197,"2",0.342455396260207,1
35366189,1,333,2,348.693240740686,0,16,1,"41-65",1,1,2,"postsec",1,">=40k",1,5,1,1,3,1,9001,14,10.6837606837607,"3",0.204444576520989,1
35411283,1,355,3,369.468495370355,0,11,1,"21-40",0,1,1,"postsec",1,"10-19k",1,14,1,1,3,1,9001,14,12.970168612192,"3",0.196749243892774,1
35464969,0,357,5,357.018287037034,0,0,1,"41-65",0,2,3,"secondary",999,"unknown",1,5,1,1,4,1,9001,3,11.3636363636364,"4",0.432178760797715,1
35548946,1,24,1,28.8032754629385,0,19,1,">65",1,999,6,"postsec",999,"unknown",1,18,1,1,1,1,9001,4,7.96178343949044,"1",0.889322909902575,1
35572467,0,318,1,319.252905092551,0,6,2,"41-65",1,1,5,"primary",1,"<10k",1,13,1,1,3,1,9001,3,10.6837606837607,"3",0.905397289930902,1
35591877,0,28,5,28.9800115741091,0,23,2,"41-65",1,999,999,"postsec",2,"20-39k",1,2,1,1,4,1,9001,8,12.2399020807834,"4",0.385334491953116,1
35715759,1,102,2,116.493680555606,0,11,1,"21-40",1,1,5,"secondary",2,"<10k",2,17,1,2,3,1,9001,2,12.3762376237624,"3",0.457702833351207,1
35788749,0,357,5,357.924942129641,0,22,1,"41-65",0,1,1,"postsec",1,">=40k",1,17,1,1,2,1,9001,12,12.2399020807834,"2",0.184061662837706,1
35792872,1,336,5,355.568715277826,0,13,1,"21-40",1,1,5,"secondary",2,"20-39k",2,10,1,1,4,997,6,20,12.970168612192,"4",0.347311004316069,1
35905977,1,320,3,354.538240740774,0,12,1,"41-65",0,1,6,"secondary",2,">=40k",1,6,1,1,4,1,9001,8,14.5348837209302,"4",0.457529825799297,1
35951820,0,395,1,396.42862268514,0,10,1,"0-10",1,999,999,"primary",1,"<10k",1,17,1,1,5,1,9001,7,23.5294117647059,">=5",0.646226524064282,1
35964366,1,71,6,83.7279398147948,0,17,1,">65",0,999,6,"postsec",1,"<10k",1,1,1,1,1,1,9001,3,18.9035916824197,"1",0.970743516835385,1
36215849,1,145,3,166.624618055532,0,14,1,"41-65",1,1,5,"secondary",2,">=40k",1,14,1,1,3,997,40,8,11.3636363636364,"3",0.443894430220046,1
36292798,1,320,3,348.523460648139,0,12,2,"41-65",1,1,1,"secondary",1,"20-39k",1,8,1,1,3,997,10,14,10.6837606837607,"3",0.639617273123221,1
36326162,1,102,2,110.52546296292,0,12,1,"21-40",0,1,3,"postsec",1,"10-19k",1,15,1,1,5,999,9001,17,15.3374233128834,">=5",0.227702097083381,1
36402305,0,356,4,356.418124999967,0,10,2,"41-65",0,999,999,"postsec",2,">=40k",1,5,1,1,4,1,9001,1,11.3636363636364,"4",0.213549144946005,1
36531565,0,42,5,41.6469560185215,0,15,2,"41-65",1,1,3,"postsec",1,"20-39k",1,7,1,1,3,1,9001,2,10.6837606837607,"3",0.363624091385839,1
