participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence,diary_first_acccess,diary_last_access,diary_time_elasped
43862142,1,320,3,355.501979166642,3,12,1,17,1,999,4,2,999,999,997,3,999,1,8532.03333333333,8532.03333333333,0
43878748,1,43,6,91.6671875000466,5,16,2,18,2,2,4,3,2,3,1,11,1,1,2199.93333333333,2200,0.066666666666606
44029573,1,35,5,83.6109606481623,4,14,1,58,1,2,1,2,1,1,1,14,1,1,2006.65,2006.65,0
44160407,2,180,3,181.643043981516,4,15,2,18,2,1,1,3,1,3,1,18,1,1,4359.41666666667,4359.41666666667,0
44169120,1,129,1,259.567881944473,5,13,1,47,1,1,1,1,1,2,1,13,1,1,6229.31666666667,6229.61666666667,0.300000000000182
44169606,1,60,2,83.7526388888946,4,18,1,45,2,1,1,3,1,8,1,13,1,1,2009.93333333333,2010.05,0.116666666666561
44211423,1,373,7,391.530879629659,4,12,1,7,2,1,4,1,2,3,1,9,1,1,9396.63333333333,9396.73333333333,0.100000000000364
44255633,2,69,4,67.7939814814599,2,19,2,28,1,999,999,999,2,4,1,18,1,1,1626.88333333333,1626.98333333333,0.0999999999999091
44463645,2,238,5,237.971122685238,4,23,2,13,2,2,1,3,999,999,1,13,1,1,5711.2,5711.28333333333,0.0833333333339397
44598621,1,25,2,29.7219444444636,6,17,1,50,2,1,1,1,1,2,2,12,1,1,713.2,713.316666666667,0.116666666666674
44623572,2,374,1,375.722812499967,2,17,2,33,1,1,1,2,1,3,1,14,1,1,9017.25,9017.31666666667,0.0666666666675155
44687895,2,339,1,336.946909722174,5,22,1,20,1,2,1,3,1,1,1,10,1,1,8086.65,8086.65,0
44779421,2,328,4,329.820486111101,5,19,2,23,1,1,1,3,1,5,2,9,1,1,7915.63333333333,7915.66666666667,0.0333333333337578
44867745,2,86,7,85.7996990741231,6,19,1,42,1,1,1,3,2,7,2,14,1,1,2059.1,2059.16666666667,0.066666666666606
44892039,2,21,5,22.9262615740299,6,22,2,18,1,1,1,3,999,999,1,2,1,1,550.083333333333,550.216666666667,0.133333333333326
44927185,2,334,3,334.908761574072,3,21,1,6,1,1,4,1,999,999,1,9,1,1,8037.8,8037.8,0
45067009,2,351,6,353.501863425947,1,12,1,57,1,999,999,2,1,5,1,1,1,1,8483.93333333333,8484.03333333333,0.100000000000364
45244375,1,43,6,83.7832638889086,4,18,2,43,1,999,999,999,2,3,2,6,999,1,2010.78333333333,2010.78333333333,0
45293310,1,320,3,355.477384259226,3,11,1,24,2,1,1,2,1,3,1,3,1,1,8531.43333333333,8531.45,0.0166666666682431
45357188,1,22,6,28.7990509258816,5,19,1,49,2,2,1,2,2,2,2,12,1,1,691.116666666667,691.166666666667,0.0499999999999545
45580481,2,85,6,84.7737731481902,5,18,1,18,2,999,999,2,999,999,2,2,1,1,2034.43333333333,2034.48333333333,0.0499999999999545
45582659,1,359,7,369.551412036992,3,13,1,22,2,2,1,3,1,1,1,18,1,1,8868.31666666667,8868.38333333333,0.0666666666656965
45685244,2,352,7,377.795185185154,4,19,1,36,2,1,5,2,2,4,1,18,1,1,9067,9067.05,0.0499999999992724
45740273,2,370,4,371.944282407407,5,22,2,8,1,999,999,1,2,8,1,16,1,1,8926.51666666667,8926.65,0.133333333333212
45825573,2,368,2,368.671134259319,2,16,1,4,2,1,4,1,2,7,1,17,1,1,8847.98333333333,8848.08333333333,0.100000000000364
45863335,1,333,2,368.637372685131,2,15,1,10,2,999,4,1,999,999,1,13,1,1,8847.15,8847.28333333333,0.133333333333212
46025078,2,395,1,394.937951388885,7,22,1,15,1,1,4,1,999,999,1,15,1,1,9478.13333333333,9478.48333333333,0.350000000000364
46077422,2,366,7,365.717847222229,6,17,2,13,2,999,999,1,1,1,1,16,1,1,8776.68333333333,8777.18333333333,0.5
46089917,1,28,5,83.6474768518237,4,15,2,48,2,1,5,3,2,8,1,18,1,1,2007.41666666667,2007.51666666667,0.0999999999999091
46221582,2,377,4,385.860590277822,5,20,1,15,1,999,999,1,1,1,1,9,1,1,9260.51666666667,9260.58333333333,0.0666666666675155
46233386,1,355,3,370.723692129599,4,17,1,4,2,999,4,1,2,2,1,6,1,1,8897.28333333333,8897.35,0.0666666666675155
46269850,2,314,4,314.973483796348,4,23,2,28,1,1,1,3,2,8,1,17,1,1,7559.31666666667,7559.35,0.0333333333337578
46351919,2,22,6,25.6863773148507,2,16,2,38,2,999,999,3,999,999,1,14,1,1,616.333333333333,616.45,0.116666666666674
46360894,2,374,1,383.792268518475,3,19,2,13,1,999,999,1,2,9,997,14,1,2,9210.96666666667,9211,0.0333333333328483
46454142,2,22,6,26.7465277777519,3,17,2,53,2,1,1,2,1,8,1,3,1,1,641.683333333333,641.9,0.216666666666697
46464610,2,4,2,25.4857870370615,2,11,1,37,1,1,1,3,2,10,2,13,1,1,611.633333333333,611.633333333333,0
46523078,1,25,2,29.7434490740998,6,17,2,53,2,1,1,1,1,2,1,7,1,1,713.666666666667,713.833333333333,0.166666666666742
46528593,2,340,2,341.852025463013,3,20,2,23,2,1,1,3,1,7,1,18,1,1,8204.38333333333,8204.41666666667,0.0333333333328483
46626598,1,216,4,264.743576388923,3,17,1,81,1,999,6,3,999,999,997,17,1,1,6353.83333333333,6353.83333333333,0
46676194,2,328,4,332.712800925947,1,17,1,48,1,1,1,3,2,11,1,18,1,1,7985.1,7985.1,0
46816817,1,333,2,354.546423611115,2,13,1,10,2,1,4,1,2,7,1,1,1,1,8509.01666666667,8509.1,0.0833333333339397
46838614,1,320,3,337.765844907379,6,18,1,64,1,999,6,3,2,7,2,7,1,1,8106.03333333333,8106.35,0.316666666666606
46908275,1,352,7,354.470995370415,2,11,2,8,2,999,4,1,999,2,1,6,999,1,8507.26666666667,8507.3,0.0333333333328483
46912449,2,331,7,331.729895833298,7,17,1,40,1,1,3,3,1,6,997,8,1,1,7961.46666666667,7961.5,0.0333333333337578
46957455,2,379,6,381.871724536992,1,20,1,34,1,1,1,3,1,10,1,14,1,1,9164.7,9164.88333333333,0.183333333332484
46978852,1,102,2,106.521886574104,6,12,1,35,1,1,1,2,1,3,2,7,1,1,2556.5,2556.51666666667,0.0166666666668789
46984835,2,370,4,374.471562499995,1,11,1,37,1,1,1,2,2,3,2,7,1,1,8987.26666666667,8987.28333333333,0.0166666666664241
47267353,1,362,3,400.461620370392,6,11,1,45,1,1,1,2,2,9,1,2,1,1,9610.95,9611.06666666667,0.116666666666788
47269857,2,340,2,337.921851851861,6,22,1,12,2,1,4,1,2,11,1,2,1,1,8110.08333333333,8110.1,0.0166666666673336
47327306,2,86,7,86.6347916666418,7,15,2,38,2,1,1,3,2,8,1,17,1,1,2079.13333333333,2079.21666666667,0.0833333333334849
47344771,2,91,5,91.9800115741091,5,23,2,53,1,999,999,3,999,999,1,9,1,1,2207.45,2207.45,0
47353122,2,365,6,377.662916666712,4,15,1,40,1,1,1,3,1,11,1,9,1,1,9063.75,9063.88333333333,0.133333333333212
47405812,2,79,7,80.4959953703219,1,11,1,26,2,1,1,3,1,3,2,14,1,1,1931.76666666667,1931.86666666667,0.0999999999999091
47447435,2,379,6,377.601180555532,4,14,2,38,1,1,3,2,999,999,1,9,1,1,9062.36666666667,9062.41666666667,0.0499999999992724
47545727,1,373,7,390.654548611143,3,15,2,53,2,999,999,1,2,2,999,7,1,1,9375.68333333333,9375.7,0.0166666666682431
47681562,2,27,4,28.4970023147762,5,11,2,48,2,2,1,3,1,3,1,18,1,1,683.766666666667,683.883333333333,0.116666666666674
47747005,1,373,7,390.790787036996,3,18,1,3,1,999,4,1,2,998,1,11,1,1,9378.71666666667,9378.96666666667,0.25
47790815,1,379,6,400.48726851854,6,11,1,14,1,999,4,2,2,999,1,11,1,1,9611.48333333333,9611.68333333333,0.199999999998909
47837972,1,379,6,400.73929398146,6,17,2,8,1,999,4,1,1,1,1,11,998,1,9617.41666666667,9617.73333333333,0.316666666667516
48021733,1,320,3,355.701018518535,3,16,1,35,1,1,999,3,999,999,1,5,1,1,8536.8,8536.81666666667,0.0166666666682431
48064114,2,339,1,342.892951388843,4,21,1,18,1,2,4,2,999,999,1,13,1,1,8229.4,8229.41666666667,0.0166666666664241
48112344,2,332,1,332.153206018498,1,3,1,26,1,999,999,2,999,999,997,2,1,1,7971.61666666667,7971.63333333333,0.0166666666664241
48245576,2,32,2,39.5117476851447,2,12,2,18,2,1,1,3,1,4,1,11,1,1,948.1,948.266666666667,0.166666666666629
48264817,1,102,2,116.500231481506,2,12,1,78,2,1,6,1,1,1,2,1,1,1,2795.96666666667,2795.98333333333,0.0166666666664241
48437164,2,42,5,42.4896875000559,5,11,2,38,1,1,5,3,2,9,1,5,1,1,1019.28333333333,1019.73333333333,0.450000000000045
48451909,2,28,5,45.5654398148181,1,13,1,52,1,1,1,3,2,11,1,6,1,1,1093.55,1093.55,0
48478716,1,349,4,413.443842592649,5,10,1,37,2,1,1,3,1,8,1,5,1,1,9922.56666666667,9922.63333333333,0.0666666666656965
48566599,2,357,5,357.419270833372,5,10,2,38,2,2,3,3,999,999,1,14,1,1,8578,8578.05,0.0499999999992724
48583070,2,316,6,316.412118055508,6,9,2,13,1,1,4,2,999,999,1,16,1,1,7593.63333333333,7593.88333333333,0.25
48711852,1,352,7,369.462141203694,3,11,1,29,2,2,1,3,1,2,1,18,1,1,8867.05,8867.08333333333,0.0333333333346673
48874542,2,332,1,333.973310185131,2,23,2,38,1,1,1,3,2,10,1,16,1,1,8015.2,8015.33333333333,0.133333333333212
48885926,1,374,1,427.534652777831,5,12,2,3,2,999,1,999,2,4,1,6,1,1,10260.8166666667,10260.8166666667,0
49036139,2,340,2,337.877106481465,6,21,2,18,1,2,4,2,999,999,1,5,1,1,8109.03333333333,8109.03333333333,0
49051874,2,105,5,109.499953703722,2,11,2,13,2,999,999,1,2,7,1,18,1,1,2627.83333333333,2627.98333333333,0.149999999999636
49059689,2,318,1,319.673402777757,2,16,2,28,2,1,3,3,1,5,1,5,1,1,7672.11666666667,7672.13333333333,0.0166666666664241
49226652,2,375,2,375.388900463004,2,9,1,41,1,1,1,2,1,2,1,15,1,1,9009.25,9009.3,0.0499999999992724
49249560,1,320,3,337.725787037052,6,17,1,54,1,1,1,3,2,7,1,17,1,1,8105.18333333333,8105.4,0.216666666666242
49392448,2,339,1,341.902650462929,3,21,2,23,2,1,1,3,1,5,1,7,1,1,8205.61666666667,8205.65,0.0333333333328483
49616996,2,339,1,346.774421296315,1,18,2,13,2,999,999,2,2,9,1,3,1,1,8322.55,8322.55,0
49658715,2,323,6,323.975937500014,6,23,2,43,1,1,1,3,1,9,1,11,1,1,7775.21666666667,7775.41666666667,0.200000000000728
49875021,2,231,5,231.848750000005,5,20,1,30,2,1,1,3,1,5,1,2,1,1,5564.35,5564.35,0
49924420,2,178,1,178.808032407425,1,19,1,28,1,2,3,3,2,11,1,6,1,1,4291.31666666667,4291.36666666667,0.0500000000001819
49995427,2,29,6,26.8553356481716,3,20,1,15,1,999,999,2,2,3,1,9,1,1,644.516666666667,644.516666666667,0
50008060,2,331,7,344.717604166712,6,17,1,2,2,999,999,1,1,5,1,18,1,1,8273.11666666667,8273.2,0.0833333333339397
50042587,1,34,4,83.4528124999488,4,10,1,45,2,999,5,2,2,4,998,17,1,1,2002.73333333333,2002.85,0.116666666666561
50074653,1,46,2,83.7682754630223,4,18,2,38,1,1,1,3,1,6,1,15,1,1,2010.33333333333,2010.43333333333,0.100000000000136
50084327,2,339,1,339.509756944492,1,12,1,3,2,1,4,1,2,5,1,15,1,1,8148.21666666667,8148.21666666667,0
50139229,1,373,7,393.683356481488,6,16,1,36,2,1,1,2,1,2,2,5,1,1,9448.38333333333,9448.38333333333,0
50322326,2,375,2,372.539375000051,6,12,2,43,2,999,999,999,999,999,1,999,1,1,8940.78333333333,8940.78333333333,0
50386662,2,356,4,360.670138888876,1,16,2,58,1,2,6,3,999,999,1,13,1,1,8655.98333333333,8656.06666666667,0.0833333333339397
50440925,2,331,7,336.777581018512,5,18,1,24,2,999,999,3,2,9,1,16,1,1,8082.6,8082.63333333333,0.0333333333328483
50513512,2,163,7,165.01855324069,2,0,1,55,2,2,6,2,1,1,1,14,1,1,3959.95,3960.4,0.450000000000273
50519942,1,32,2,83.6074884259142,4,14,1,42,1,1,3,2,2,5,2,13,1,1,2006.46666666667,2006.56666666667,0.0999999999999091
50618404,2,350,5,348.869004629669,3,20,1,22,2,1,1,3,1,3,2,6,1,1,8372.83333333333,8372.85,0.0166666666664241
50668489,1,362,3,393.643900463008,6,15,1,8,2,1,4,1,999,999,1,12,1,1,9447.38333333333,9447.45,0.0666666666675155
50738539,1,101,1,118.439259259263,4,10,1,60,2,1,5,2,2,5,2,11,1,1,2842.5,2842.53333333333,0.033333333333303
50883182,1,102,2,105.748194444459,5,17,1,75,1,999,6,3,999,999,1,17,1,1,2537.93333333333,2537.93333333333,0
50895211,2,97,4,95.6560648147715,2,15,2,13,2,999,999,2,999,999,997,14,1,1,2295.71666666667,2295.73333333333,0.0166666666664241
50919735,1,349,4,368.719768518466,2,17,1,51,1,1,1,1,1,3,1,3,1,1,8849.18333333333,8849.26666666667,0.0833333333339397
51017991,1,336,5,354.443738425965,2,10,2,58,2,999,5,1,2,998,999,14,1,1,8506.53333333333,8506.61666666667,0.0833333333339397
51105699,2,27,4,29.773460648139,6,18,2,33,2,1,1,3,1,4,1,2,1,1,713.9,714.55,0.649999999999977
51267470,1,213,1,260.49797453708,6,11,1,48,2,1,1,1,1,3,2,18,1,1,6251.88333333333,6251.91666666667,0.0333333333337578
51273253,2,389,2,391.544803240686,4,13,1,11,1,1,4,1,2,10,1,8,1,1,9397.03333333333,9397.05,0.0166666666664241
51480006,2,60,2,60.7896064814413,2,18,2,23,2,1,1,3,1,4,1,14,1,1,1458.8,1458.93333333333,0.133333333333439
51570411,2,84,5,83.4532060185447,4,10,2,28,2,1,1,3,1,5,1,16,1,1,2002.55,2002.86666666667,0.316666666666606
51580764,2,311,1,308.326006944408,5,7,2,33,1,1,1,3,2,7,1,999,1,1,7399.78333333333,7399.8,0.0166666666664241
51621637,2,374,1,375.681006944389,2,16,1,36,1,1,1,3,2,11,1,18,1,1,9016.26666666667,9016.33333333333,0.0666666666675155
51675219,2,351,6,348.882754629594,3,21,1,27,2,999,999,3,999,999,2,17,1,1,8373.15,8373.16666666667,0.0166666666664241
51688983,1,213,1,260.453634259291,6,10,1,42,2,999,5,1,2,2,2,10,1,1,6250.63333333333,6250.85,0.216666666667152
51758126,1,379,6,400.67094907409,6,16,1,4,1,999,4,1,2,5,1,2,1,1,9616,9616.08333333333,0.0833333333339397
51804787,2,340,2,341.434236111119,3,10,2,28,2,1,1,3,1,5,1,18,1,1,8194.18333333333,8194.38333333333,0.200000000000728
51816850,2,423,1,426.830266203731,4,19,2,13,1,1,4,2,2,10,1,2,1,1,10243.9,10243.9,0
51971408,2,21,5,19.6325347222155,3,15,2,33,2,999,999,3,999,999,997,6,1,1,471.083333333333,471.166666666667,0.0833333333333712
51996739,2,352,7,350.625451388885,5,15,1,35,2,1,1,3,1,4,1,14,1,1,8415,8415,0
52252915,2,43,6,44.664155092556,7,15,1,62,1,1,6,2,1,9,1,14,1,1,1071.86666666667,1071.93333333333,0.0666666666668334
52465278,2,339,1,336.798912037048,5,19,2,13,2,999,999,2,999,999,1,7,1,1,8083.1,8083.11666666667,0.0166666666664241
52514473,2,32,2,33.6534259258769,3,15,1,6,2,1,4,1,2,7,1,15,1,1,807.6,807.633333333333,0.033333333333303
52526919,1,379,6,400.475624999963,6,11,1,9,2,999,4,997,2,5,1,6,1,1,9611.25,9611.4,0.149999999999636
52538370,2,334,3,332.953263888834,1,22,1,32,1,1,1,2,1,6,1,7,1,1,7990.8,7990.86666666667,0.066666666666606
52644438,2,168,5,166.891493055504,3,21,1,51,1,1,1,2,1,7,1,6,1,1,4005.36666666667,4005.36666666667,0
52807309,2,339,1,336.889664351824,5,21,2,43,2,1,1,3,1,6,1,18,1,1,8085.21666666667,8085.31666666667,0.100000000000364
52880532,1,336,5,348.495983796311,3,11,1,53,1,1,1,2,2,8,2,6,1,1,8363.85,8363.88333333333,0.0333333333328483
53035837,2,27,4,28.8524768518982,5,20,1,20,1,1,4,2,1,1,1,2,1,1,692.266666666667,692.45,0.183333333333394
53130951,2,331,7,331.907083333354,7,21,2,28,1,1,1,3,999,999,1,2,1,1,7965.58333333333,7965.76666666667,0.183333333333394
53193716,1,352,7,369.72074074077,3,17,2,18,1,1,1,3,1,4,1,15,1,1,8873.11666666667,8873.28333333333,0.16666666666606
53326127,1,336,5,355.641458333354,3,15,1,60,1,1,6,2,999,999,1,17,1,1,8535.28333333333,216024,207488.716666667
53329656,2,328,4,328.586759259226,4,14,1,23,2,2,4,3,2,5,1,15,1,1,7886,7886.05,0.0500000000001819
53475379,1,99,6,106.5259606482,6,12,1,23,2,1,1,3,1,3,2,9,1,1,2556.6,2556.61666666667,0.0166666666668789
53478679,1,320,3,351.606261574081,6,14,1,70,1,999,6,2,1,1,2,6,1,1,8438.4,8438.53333333333,0.133333333333212
53506126,1,333,2,407.627789351856,6,15,1,49,2,2,1,2,2,8,2,18,1,1,9783.05,9783.05,0
53631408,2,27,4,28.5013078703778,5,12,1,29,2,1,1,3,1,6,1,2,1,1,684.016666666667,684.016666666667,0
53689754,2,339,1,340.753715277766,2,18,2,23,2,1,1,3,1,4,2,6,1,1,8178.01666666667,8178.05,0.0333333333337578
53802698,2,339,1,339.915844907402,1,21,1,29,2,1,1,3,1,4,1,14,1,1,8157.73333333333,8157.91666666667,0.183333333333394
53811246,1,102,2,119.668310185196,5,16,1,75,2,999,6,2,999,999,2,8,1,1,2871.78333333333,2872.03333333333,0.25
53894905,2,334,3,335.505578703713,4,12,2,43,2,999,999,3,999,999,1,18,1,1,8051.85,8052.1,0.25
53976593,2,86,7,98.4013657406904,5,9,1,30,2,1,1,3,1,6,1,7,1,1,2361.41666666667,2361.56666666667,0.150000000000091
54066249,1,352,7,369.555069444468,3,13,2,33,1,1,1,3,1,5,1,18,1,1,8869.26666666667,8869.31666666667,0.0500000000010914
54148231,1,333,2,354.634224537062,2,15,1,53,2,999,999,2,1,1,1,6,1,1,8511.15,8511.2,0.0500000000010914
54164281,2,423,1,422.871643518563,7,20,2,43,1,999,999,2,999,999,2,8,1,1,10148.8333333333,10148.9,0.0666666666656965
54263537,2,85,6,85.0080902777845,6,0,2,38,2,1,1,2,1,4,1,2,1,1,2040.15,2040.15,0
54279943,1,392,5,400.708692129585,6,17,1,1,2,999,999,999,2,3,1,2,1,1,9616.91666666667,9616.98333333333,0.0666666666675155
54352448,1,352,7,369.638958333293,3,15,1,4,1,1,4,1,2,3,1,6,1,1,8871.28333333333,8871.31666666667,0.0333333333346673
54378468,2,91,5,90.5752430555876,4,13,1,22,2,1,1,3,999,999,1,8,1,1,2173.78333333333,2173.8,0.0166666666668789
54470030,1,102,2,125.533564814832,4,12,1,66,2,999,5,2,2,6,2,14,1,1,3012.75,3012.78333333333,0.033333333333303
54550414,2,10,1,11.0013310185168,2,0,2,53,2,1,6,2,2,9,1,2,1,1,263.9,263.983333333333,0.0833333333333712
54643422,2,334,3,335.737372685224,4,17,1,4,2,1,4,1,999,999,1,10,1,1,8057.53333333333,8057.66666666667,0.133333333333212
54775752,2,353,1,353.976875000051,1,23,2,23,1,1,1,3,2,5,2,14,1,1,8495.38333333333,8495.43333333333,0.0499999999992724
54787848,2,370,4,374.967638888862,1,23,2,3,1,999,999,999,999,999,1,2,1,1,8999.18333333333,8999.18333333333,0
54970399,2,23,7,23.4410532407928,7,10,2,48,2,1,1,3,1,6,1,17,1,1,562.55,562.55,0
55157168,1,352,7,369.481967592612,3,11,1,37,2,2,1,3,1,1,1,14,1,1,8867.35,216024,207156.65
55212238,2,366,7,367.003946759272,1,0,1,35,1,1,3,3,1,9,2,9,1,1,8807.93333333333,8808.08333333333,0.150000000001455
55235710,1,373,7,390.714953703689,3,17,1,14,2,999,4,2,2,3,1,2,1,1,9377.01666666667,9377.15,0.133333333333212
55257573,1,13,4,15.5012731481111,6,12,1,57,1,1,1,2,1,5,1,6,1,1,371.95,372.016666666667,0.0666666666666629
55327162,1,102,2,106.500081018545,6,12,2,38,2,999,5,2,2,2,2,5,1,2,2555.91666666667,2555.98333333333,0.066666666666606
55349938,2,85,6,85.9986458333442,6,23,2,28,2,999,999,3,999,999,1,11,1,1,2063.86666666667,2063.95,0.0833333333330302
55377154,1,397,3,424.448611111147,2,10,1,10,2,999,999,999,2,999,1,18,1,1,10186.7166666667,10186.75,0.0333333333328483
55603182,1,334,3,348.635497685173,3,15,2,43,1,1,1,3,1,5,1,11,1,1,8367.11666666667,8367.23333333333,0.116666666666788
55607039,1,352,7,369.728009259212,3,17,2,28,2,1,1,3,1,8,1,1,1,1,8873.4,8873.46666666667,0.0666666666675155
55646398,1,352,7,370.491666666698,4,11,1,5,1,999,4,1,999,999,1,17,1,1,8891.75,8891.78333333333,0.0333333333328483
55646506,1,320,3,351.72184027778,6,17,1,66,2,999,6,2,2,2,1,1,1,1,8441.3,8441.31666666667,0.0166666666682431
55697547,2,328,4,341.676770833321,3,16,2,18,2,1,1,3,999,999,1,13,1,1,8200.21666666667,8200.23333333333,0.0166666666664241
55774986,1,34,4,83.4672800926492,4,11,1,65,2,999,6,1,2,6,1,13,1,1,2003.18333333333,2003.2,0.0166666666666515
55787046,2,213,1,213.881990740774,1,21,1,16,1,1,4,2,999,999,1,5,1,1,5133.13333333333,5133.16666666667,0.0333333333337578
55816958,1,213,1,260.463599537034,6,11,1,65,2,1,3,2,1,5,997,13,1,1,6250.96666666667,6250.98333333333,0.0166666666673336
55860631,1,373,7,391.498449074104,4,11,2,33,1,1,1,3,999,999,1,6,1,1,9395.93333333333,9395.95,0.0166666666682431
56046687,1,349,4,351.749537036987,6,17,1,3,1,999,4,999,999,999,1,2,1,1,8441.7,8441.91666666667,0.216666666665333
56107256,2,314,4,315.014085648116,5,0,1,22,1,1,4,3,2,8,1,2,1,1,7560.26666666667,7560.31666666667,0.0500000000001819
56189352,2,28,5,30.0146874999627,7,0,1,38,1,1,1,3,1,8,1,18,1,1,720.233333333333,720.333333333333,0.100000000000023
56216631,2,375,2,373.002141203731,7,0,2,33,1,2,1,3,999,999,1,1,1,1,8951.86666666667,8951.95,0.0833333333339397
56268855,1,198,7,259.621608796297,5,14,2,58,1,1,1,999,1,6,1,10,1,1,6230.88333333333,6230.9,0.0166666666664241
56299382,1,34,4,82.756678240723,3,18,1,66,2,999,5,1,999,999,2,17,1,1,1986.1,1986.13333333333,0.0333333333335304
56303770,1,145,3,253.539409722202,6,12,1,19,2,2,4,3,1,1,1,17,1,1,6084.8,6084.93333333333,0.133333333333212
56317255,1,320,3,351.716469907435,6,17,1,62,1,2,3,2,1,3,2,17,1,1,8441.13333333333,8441.18333333333,0.0499999999992724
56633857,1,99,6,116.485694444389,2,11,2,13,1,999,4,1,999,999,1,11,1,1,2795.6,2795.63333333333,0.033333333333303
56656760,2,357,5,358.500509259291,6,12,2,53,1,999,999,2,2,4,1,2,1,1,8603.85,8604,0.149999999999636
56725452,2,204,6,204.564733796287,6,13,2,23,2,999,999,3,2,7,1,14,1,1,4909.45,4909.53333333333,0.0833333333339397
57065386,2,31,1,34.493229166721,4,11,2,48,2,2,3,3,1,3,1,6,1,1,827.75,827.783333333333,0.033333333333303
57128384,1,352,7,417.444074074039,2,10,1,34,2,1,1,3,1,5,1,2,1,1,10018.45,10018.4666666667,0.0166666666664241
57197274,2,350,5,353.981458333321,1,23,2,58,1,999,999,3,1,8,1,14,1,1,8495.16666666667,8495.51666666667,0.350000000000364
57300101,1,145,3,173.495289351908,3,11,1,3,1,999,997,1,2,5,1,7,1,1,4163.51666666667,4163.86666666667,0.350000000000364
57387685,2,352,7,356.669293981511,4,16,2,38,1,1,1,2,1,4,1,2,1,1,8560,8560.05,0.0499999999992724
57440023,1,349,4,370.66535879625,4,15,1,12,2,999,4,1,2,6,2,12,1,1,8895.88333333333,8895.96666666667,0.0833333333339397
57443819,2,339,1,337.07413194445,6,1,2,13,2,999,999,1,999,999,2,14,1,1,8089.53333333333,8089.71666666667,0.183333333332484
57487336,1,379,6,400.454201388871,6,10,1,1,2,999,997,1,2,2,1,16,1,1,9610.86666666667,9610.88333333333,0.0166666666664241
57552032,2,334,3,330.943958333344,6,22,2,23,1,1,1,3,999,4,1,999,1,1,7942.41666666667,7942.65,0.233333333332666
57555724,2,27,4,32.4275810185354,2,10,1,23,2,1,1,3,1,4,1,2,1,1,778.233333333333,778.25,0.0166666666666515
57646962,2,398,4,400.730416666716,6,17,1,3,2,999,999,1,2,7,1,2,1,1,9617.3,9617.51666666667,0.216666666667152
57697220,2,357,5,357.140682870406,5,3,2,33,1,1,1,3,1,8,1,13,1,1,8571.25,8571.35,0.100000000000364
57896969,2,387,7,388.95857638889,1,23,1,14,2,999,999,2,2,7,1,14,1,1,9334.98333333333,9334.98333333333,0
57928253,2,427,5,429.54793981486,7,13,2,23,1,1,1,2,1,2,1,14,1,1,10309.1166666667,10309.1166666667,0
57938188,2,22,6,23.4580555555876,7,10,2,18,1,1,4,3,999,999,1,18,1,1,562.866666666667,562.966666666667,0.100000000000023
58163225,1,28,5,36.795231481432,6,19,1,32,2,1,1,2,1,3,1,18,1,1,883,883.066666666667,0.0666666666667197
58408751,2,127,6,127.685416666674,6,16,2,23,1,1,1,2,1,5,1,17,1,1,3064.38333333333,3064.38333333333,0
58439159,1,349,4,370.44896990736,4,10,1,71,2,1,5,1,1,1,997,13,1,1,8890.61666666667,8890.76666666667,0.149999999999636
58509536,2,141,6,138.79122685187,3,18,2,13,1,1,4,998,999,999,2,1,1,1,3330.93333333333,3330.96666666667,0.033333333333303
58573950,2,366,7,363.533495370415,4,12,2,33,2,1,1,3,1,8,1,18,1,1,8724.73333333333,8724.8,0.0666666666656965
58577813,1,145,3,259.521261574118,5,12,1,72,2,999,5,2,2,2,1,2,1,1,6228.13333333333,6228.5,0.366666666666788
58753797,2,357,5,358.879837962915,6,21,2,53,1,999,999,3,1,9,1,2,1,1,8612.86666666667,8613.06666666667,0.200000000000728
58784815,1,359,7,370.596597222262,4,14,1,3,2,999,4,1,2,3,1,18,1,1,8892.36666666667,8893.31666666667,0.950000000000728
58971485,2,314,4,315.961805555504,5,23,1,21,2,1,4,2,1,2,997,2,1,1,7583.06666666667,7583.06666666667,0
59035061,1,349,4,371.442881944473,5,10,1,12,2,1,4,1,2,998,1,12,1,1,8914.58333333333,8914.61666666667,0.0333333333328483
59108938,2,339,1,340.554814814823,2,13,1,6,1,999,999,1,2,9,1,14,1,1,8173.26666666667,8173.3,0.0333333333337578
59199766,1,28,5,36.7783217593096,6,18,1,65,1,999,6,3,999,1,1,3,1,1,882.55,882.666666666667,0.116666666666674
59235352,1,373,7,400.524282407365,6,12,1,40,1,2,1,999,1,1,1,3,1,1,9612.53333333333,9612.56666666667,0.0333333333346673
59379543,2,350,5,349.42403935187,4,10,2,18,2,999,999,3,999,999,2,17,1,1,8386.15,8386.15,0
59400976,2,141,6,141.434386574081,6,10,1,2,2,999,999,1,2,9,1,6,1,1,3394.35,3394.4,0.0500000000001819
59460120,2,91,5,90.569270833279,4,13,1,21,1,1,4,3,2,11,1,3,1,1,2173.65,2173.65,0
59544261,2,334,3,334.781678240746,3,18,1,26,1,1,1,3,1,4,2,11,1,1,8034.61666666667,8034.73333333333,0.116666666666788
59720104,2,389,2,398.399062499986,4,9,2,13,2,1,4,1,999,999,1,17,1,1,9561.5,9561.53333333333,0.0333333333328483
