participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence
57938188,2,22,6,23.4580555555876,7,10,2,18,1,1,4,3,999,999,1,18,1,1
58163225,1,28,5,36.795231481432,6,19,1,32,2,1,1,2,1,3,1,18,1,1
58408751,2,127,6,127.685416666674,6,16,2,23,1,1,1,2,1,5,1,17,1,1
58439159,1,349,4,370.44896990736,4,10,1,71,2,1,5,1,1,1,997,13,1,1
58509536,2,141,6,138.79122685187,3,18,2,13,1,1,4,998,999,999,2,1,1,1
58573950,2,366,7,363.533495370415,4,12,2,33,2,1,1,3,1,8,1,18,1,1
58577813,1,145,3,259.521261574118,5,12,1,72,2,999,5,2,2,2,1,2,1,1
58753797,2,357,5,358.879837962915,6,21,2,53,1,999,999,3,1,9,1,2,1,1
58784815,1,359,7,370.596597222262,4,14,1,3,2,999,4,1,2,3,1,18,1,1
58971485,2,314,4,315.961805555504,5,23,1,21,2,1,4,2,1,2,997,2,1,1
59035061,1,349,4,371.442881944473,5,10,1,12,2,1,4,1,2,998,1,12,1,1
59108938,2,339,1,340.554814814823,2,13,1,6,1,999,999,1,2,9,1,14,1,1
59199766,1,28,5,36.7783217593096,6,18,1,65,1,999,6,3,999,1,1,3,1,1
59235352,1,373,7,400.524282407365,6,12,1,40,1,2,1,999,1,1,1,3,1,1
59379543,2,350,5,349.42403935187,4,10,2,18,2,999,999,3,999,999,2,17,1,1
59400976,2,141,6,141.434386574081,6,10,1,2,2,999,999,1,2,9,1,6,1,1
59460120,2,91,5,90.569270833279,4,13,1,21,1,1,4,3,2,11,1,3,1,1
59544261,2,334,3,334.781678240746,3,18,1,26,1,1,1,3,1,4,2,11,1,1
59720104,2,389,2,398.399062499986,4,9,2,13,2,1,4,1,999,999,1,17,1,1
59741633,2,91,5,91.8745486111147,5,20,1,20,2,1,4,2,999,999,1,13,1,1
59783280,2,32,2,33.3759722221876,3,9,1,25,1,1,1,3,1,3,1,2,1,1
59824347,1,25,2,32.7601041666931,2,18,2,48,2,1,1,2,1,6,1,3,1,1
59861568,2,344,6,342.952314814786,4,22,2,33,1,1,1,3,999,999,1,3,1,1
60050415,2,353,1,354.444432870368,2,10,1,32,2,999,999,999,2,8,1,17,1,1
60150356,2,357,5,357.8112384259,5,19,2,8,2,1,4,1,999,999,1,16,1,1
60178680,2,42,5,43.766736111138,6,18,2,43,1,1,2,3,2,7,1,8,1,1
60192001,2,331,7,329.731562500005,5,17,2,18,1,1,1,3,999,999,1,6,1,1
60307151,1,333,2,368.658854166628,2,15,1,72,1,999,6,2,1,1,2,11,1,999
60332682,1,333,2,368.625613425975,2,15,1,53,2,2,5,2,2,8,1,17,1,1
60430487,2,357,5,355.730868055602,3,17,1,5,1,999,999,1,999,999,1,5,1,1
60492313,2,351,6,352.642187500023,7,15,1,17,1,2,4,2,1,1,1,12,1,999
60588645,2,370,4,370.945810185163,4,22,2,13,2,999,999,2,999,999,1,16,1,1
60638652,2,37,7,37.9234259258956,7,22,1,20,2,1,3,2,1,997,1,11,1,1
60746278,2,357,5,362.94491898152,3,22,1,9,2,1,4,1,2,6,2,11,2,1
60749242,2,344,6,343.558807870373,5,13,2,23,1,1,1,2,1,3,2,18,1,1
60786097,2,331,7,332.4714467593,1,11,1,7,1,1,4,1,2,8,1,18,1,1
60869355,1,349,4,348.480624999967,3,11,1,65,1,1,6,1,2,7,2,14,1,1
60944735,2,84,5,82.7322106481297,3,17,2,28,2,1,1,3,999,999,1,2,1,1
61051981,2,219,7,217.696666666656,5,16,1,41,2,1,3,2,999,999,1,15,1,1
61143500,2,365,6,368.65425925923,2,15,2,33,1,1,1,3,1,8,1,2,1,1
61193493,2,318,1,316.639594907407,6,15,2,43,2,1,1,2,999,999,1,2,1,1
61270511,1,333,2,348.468634259305,3,11,1,64,2,1,5,2,2,6,2,14,1,1
61277462,2,81,2,83.7443055555923,4,17,1,53,1,1,1,3,1,10,1,2,1,1
61377782,2,352,7,354.418807870359,2,10,1,48,1,1,1,3,1,9,2,8,1,1
61418435,1,145,3,259.533923611161,5,12,1,66,1,999,6,2,1,999,1,18,1,1
61459785,2,328,4,328.559328703675,4,13,2,8,2,999,999,1,999,999,1,5,1,1
61487886,1,99,6,105.752789351856,5,18,1,71,1,999,6,2,2,999,1,2,1,1
61536246,2,91,5,92.4692476851633,6,11,1,32,2,1,1,3,2,4,1,9,1,1
61711545,2,30,7,29.8587847221643,6,20,2,43,2,1,2,3,1,6,1,5,1,1
61743700,2,84,5,82.6890625000233,3,16,1,57,2,1,5,1,2,4,1,13,1,1
61767959,1,334,3,368.52087962965,2,12,1,25,2,1,1,2,1,6,1,5,1,1
61770335,1,336,5,354.658553240704,2,15,1,7,1,999,4,1,999,999,1,13,1,1
61780253,1,35,5,83.4627546296688,4,11,1,54,1,1,1,2,2,6,1,2,1,1
61949230,1,333,2,354.682893518475,2,16,1,62,1,999,6,1,2,6,1,18,1,1
61983185,2,111,4,114.922372685163,7,22,1,18,2,1,4,2,1,1,1,6,1,1
62010218,2,346,1,344.600509259268,6,14,2,38,2,1,1,2,999,999,1,5,1,1
62011974,2,339,1,339.970717592631,1,23,2,18,1,999,999,3,1,1,1,6,1,1
62132019,1,35,5,83.6372453704244,4,15,1,42,2,1,1,2,1,4,1,13,1,1
62135461,2,318,1,317.705381944426,7,16,1,18,1,2,4,2,1,1,1,2,1,1
62176309,2,332,1,337.896423611091,6,21,1,21,2,1,4,3,2,998,1,14,1,1
62310371,2,17,1,25.5029629629571,2,12,2,28,2,1,1,3,1,5,1,5,1,1
62323231,2,19,3,19.9170486110961,3,22,2,23,1,999,999,3,999,999,1,3,1,1
62568804,2,392,5,391.665914351819,4,15,1,21,1,999,999,2,2,4,1,7,1,1
62591993,2,339,1,336.915567129618,5,21,2,33,2,1,1,3,999,999,1,17,1,1
62630853,2,340,2,342.847627314855,4,20,2,8,1,999,999,1,999,999,1,16,1,1
62637506,2,213,1,213.943425925914,1,22,2,28,2,1,1,3,1,5,1,6,1,1
62641559,1,359,7,369.653009259258,3,15,1,66,2,999,6,2,2,7,2,1,1,1
62675382,2,84,5,83.4598379629897,4,11,2,33,2,1,1,3,999,999,1,17,1,1
62691603,2,21,5,22.1193402777426,6,2,2,33,2,1,1,3,1,8,1,7,1,1
62705764,2,331,7,331.8046875,7,19,2,43,2,1,1,3,1,8,2,14,1,1
62754155,2,91,5,94.9178935184609,1,22,2,23,2,999,999,3,999,999,2,14,1,999
62826765,2,328,4,331.450046296348,7,10,2,3,1,999,999,1,1,1,1,17,1,1
63008192,2,97,4,98.0076620370382,5,0,1,16,1,1,4,2,1,998,1,14,1,1
63271948,1,35,5,83.5995138889411,4,14,1,64,1,999,6,1,1,1,1,5,1,1
63322807,1,71,6,83.7334259259515,4,17,1,77,2,999,6,1,1,1,2,11,1,1
63362095,2,339,1,339.524629629683,1,12,2,23,1,999,999,3,1,3,2,14,1,1
63397236,1,32,2,83.4751041666605,4,11,1,65,2,999,6,1,999,999,2,7,1,1
63426566,1,23,7,83.655578703736,4,15,1,53,2,1,1,3,2,10,2,2,1,1
63521733,2,346,1,347.644212962943,2,15,2,53,1,999,999,2,2,7,2,14,1,1
63745362,2,377,4,376.600763888913,3,14,1,4,1,999,999,1,999,999,1,13,1,1
63833365,1,333,2,354.628449074109,2,15,1,60,1,2,6,2,1,2,2,14,1,1
63866678,2,209,4,208.58560185181,3,14,2,53,1,1,1,3,1,11,1,5,1,1
64093003,1,43,6,83.7932870370569,4,19,2,48,2,999,5,2,999,999,2,2,1,1
64098064,2,22,6,23.6495601851493,7,15,1,25,2,1,1,3,1,6,1,14,1,1
64268051,2,351,6,352.9011342593,7,21,2,28,1,1,1,3,999,999,999,17,1,1
64422886,2,379,6,379.507210648153,6,12,1,3,1,999,1,997,2,8,1,14,1,1
64605820,2,366,7,366.549930555513,7,13,2,8,2,999,999,1,2,3,1,14,1,1
64643736,2,418,3,418.460798611166,3,11,2,8,2,999,999,1,999,999,1,7,1,1
64673278,2,356,4,360.578414351796,1,13,1,4,1,999,999,999,2,7,997,17,1,999
64699726,2,323,6,323.26928240736,6,6,2,28,2,1,1,3,2,8,1,12,1,1
64734639,1,336,5,368.552777777775,2,13,1,23,1,1,1,3,1,3,1,11,1,1
64804978,2,331,7,329.601643518545,5,14,2,23,2,1,1,2,2,5,1,17,1,1
64914252,2,318,1,318.896504629636,1,21,2,38,1,1,3,2,1,2,1,5,1,1
64996187,2,10,1,29.5237847222015,6,12,2,23,1,1,1,3,1,4,1,2,1,1
65046116,2,366,7,365.952916666633,6,22,2,13,1,999,999,1,999,999,1,18,1,1
65119412,2,356,4,358.131967592635,6,3,1,10,1,1,4,1,2,6,1,18,1,1
65126455,1,320,3,354.530937499949,2,12,1,50,1,1,1,3,1,6,1,6,1,1
65147287,1,349,4,370.634375000023,4,15,2,58,1,1,1,1,1,3,1,3,1,1
65326152,2,27,4,26.7477430555737,3,17,1,25,1,1,1,3,1,3,1,14,1,1
65576691,2,357,5,355.676770833321,3,16,1,3,2,999,999,1,999,999,1,4,1,1
65614797,1,349,4,354.456261574058,2,10,1,54,1,1,1,1,1,2,1,6,1,1
65669222,2,43,6,43.4878703703871,6,11,1,31,1,1,1,2,1,5,1,5,1,1
65878115,1,12,3,18.6718171295943,2,16,1,63,2,999,999,2,999,7,1,2,1,1
65888368,1,198,7,259.625266203657,5,15,1,81,1,1,2,3,1,8,2,13,1,1
65894683,2,105,5,105.398564814823,5,9,2,18,1,1,1,3,1,4,1,11,1,1
65971613,2,79,7,77.7549189814599,5,18,2,48,2,999,999,2,999,999,1,13,1,1
66037401,1,333,2,354.595162037062,2,14,1,55,2,999,5,2,1,1,2,6,1,1
66044096,1,101,1,105.763865740737,5,18,2,18,1,1,1,3,1,2,1,3,1,1
66097828,2,351,6,354.386284722248,2,9,1,19,2,2,4,3,999,999,1,11,1,1
66166471,2,370,4,370.84664351854,4,20,2,13,1,1,4,1,999,999,1,10,1,1
66168894,2,352,7,350.620046296273,5,14,2,43,1,1,1,3,1,11,1,14,1,1
66529683,2,28,5,27.0196296296781,4,0,1,44,1,1,1,2,1,2,1,7,1,1
66751965,2,115,1,119.46835648152,5,11,1,22,2,1,4,3,999,999,1,3,1,1
66856327,1,35,5,83.6656018518843,4,15,1,48,1,1,1,2,1,4,1,6,1,1
66883812,2,180,3,180.959016203647,3,23,1,26,2,1,1,3,1,4,1,13,1,1
66912749,1,392,5,400.683136574109,6,16,1,12,2,999,4,1,999,999,1,13,1,1
67137517,2,323,6,330.849328703713,6,20,1,52,1,1,1,2,1,8,1,15,1,1
67484458,1,373,7,390.690763888881,3,16,1,9,2,999,4,1,999,998,1,18,1,1
67580946,1,24,1,28.7694907407276,5,18,1,36,2,1,1,3,1,4,1,9,1,1
67673773,2,328,4,326.885763888946,2,21,1,19,1,2,4,3,1,1,1,13,1,1
67780617,1,81,2,116.479074074072,2,11,2,63,2,999,5,2,2,4,2,5,1,1
67890127,1,17,1,25.7305787036894,2,17,1,58,2,1,1,2,1,2,1,12,1,1
68000530,2,314,4,314.04976851854,4,1,1,26,1,2,1,3,999,999,1,7,1,1
68140325,2,91,5,92.4435300925979,6,10,1,21,1,2,1,2,999,999,1,2,1,1
68362333,1,25,2,29.8082986110821,6,19,2,48,2,1,1,2,1,3,1,18,1,1
68370147,2,337,6,338.491678240709,7,11,1,33,1,1,1,3,1,5,1,1,1,1
68591939,2,352,7,350.786284722271,5,18,2,38,1,1,1,3,2,9,1,18,1,1
68593450,1,29,6,106.731689814827,6,17,1,77,2,999,5,2,999,999,2,11,1,1
68755928,2,318,1,319.71914351848,2,17,2,48,2,1,1,2,2,8,1,3,1,1
68926036,2,370,4,371.042418981437,5,1,2,33,1,1,1,3,1,5,2,999,1,1
68933514,1,397,3,427.452037037001,5,10,1,4,2,999,4,1,2,9,1,14,1,1
69032437,2,328,4,328.741724536987,4,17,2,48,2,999,999,3,999,999,1,2,1,1
69062339,1,216,4,260.554374999949,6,13,1,59,2,999,6,2,2,3,1,5,1,1
69129801,1,102,2,116.522094907355,2,12,1,61,1,2,6,2,1,3,1,6,1,1
69137285,1,379,6,400.739745370345,6,17,1,4,2,999,999,1,2,1,1,7,1,1
69373872,1,216,4,265.426018518512,4,10,1,43,1,1,1,2,2,7,1,12,1,1
69484780,2,316,6,317.603483796353,7,14,1,20,1,1,4,2,1,1,1,15,1,1
69637785,2,323,6,321.930057870341,4,22,1,47,1,1,3,3,2,4,1,15,1,1
69657024,2,42,5,42.454814814846,5,10,2,23,2,1,1,3,999,999,1,16,1,1
69686269,2,60,2,60.5158680555178,2,12,2,33,1,1,1,3,1,8,1,14,1,1
69696039,2,350,5,348.926331018563,3,22,2,38,2,1,1,3,1,4,1,1,1,1
69715294,1,355,3,370.496261574095,4,11,2,53,1,1,1,1,2,7,2,17,1,1
69752642,2,351,6,351.929039351875,6,22,2,13,1,1,4,1,2,3,1,999,1,1
69813337,1,359,7,369.695775463013,3,16,1,65,1,999,6,1,1,1,1,3,1,1
69933227,2,351,6,349.687199074076,4,16,1,17,1,1,4,2,1,1,1,6,1,1
70087084,2,27,4,29.4797106481856,6,11,2,33,2,1,1,3,2,5,1,11,1,1
70253310,1,23,7,25.6151041666744,2,14,1,54,2,999,999,2,1,5,2,13,1,1
70346530,2,311,1,311.886064814869,1,21,2,48,2,999,999,3,999,999,1,6,1,1
70419190,2,353,1,354.607696759282,2,14,1,21,1,2,4,2,999,999,1,17,1,1
70586548,2,366,7,367.998599537066,1,23,2,38,1,1,1,3,1,7,1,11,1,1
70658523,2,30,7,32.0995949073695,2,2,2,53,2,1,1,3,1,8,1,13,1,1
70690911,1,373,7,390.684490740765,3,16,1,69,1,999,6,2,1,999,1,13,1,1
70710924,2,314,4,314.667476851842,4,16,2,48,2,1,1,3,1,8,997,9,1,1
70740449,2,379,6,386.000578703708,6,0,1,14,2,1,4,2,2,7,1,18,1,1
70840470,1,86,7,111.738912036992,4,17,1,26,2,1,1,3,1,4,1,11,1,1
70840745,2,204,6,205.481979166623,7,11,1,54,2,1,1,2,1,5,1,14,1,1
70847722,1,352,7,364.491608796292,5,11,1,51,1,1,3,2,1,4,2,14,1,1
70915663,1,32,2,82.7745601851493,3,18,1,56,1,1,1,2,1,7,1,3,1,1
71179205,2,84,5,83.7632060184842,4,18,1,27,2,1,1,3,1,6,1,11,1,1
71239692,1,379,6,400.450335648144,6,10,1,4,1,1,4,1,2,9,1,18,1,1
71246681,2,28,5,29.7131944444263,6,17,1,18,2,1,4,2,999,999,1,18,1,1
71295020,2,344,6,344.74417824077,6,17,1,27,1,1,3,3,1,3,1,5,1,1
71412551,2,86,7,84.9162500000093,5,21,1,47,1,1,999,2,999,999,1,17,1,1
71432880,2,339,1,336.853321759263,5,20,1,39,1,1,1,2,1,7,1,16,1,1
71498839,1,349,4,348.71146990743,3,17,1,12,1,1,4,2,999,1,1,18,1,1
71525487,1,98,5,125.546226851875,4,13,1,24,1,1,1,3,1,3,1,13,1,1
71542602,2,231,5,244.659502314869,4,15,2,38,1,1,1,3,2,8,1,13,1,1
71707892,1,333,2,368.687719907379,2,16,1,26,2,1,1,2,2,8,1,13,1,1
71790170,2,196,5,199.809050925891,1,19,2,58,1,1,1,2,1,4,1,6,1,1
71798424,1,317,7,355.658194444492,3,15,1,72,1,999,6,2,2,2,2,1,1,1
71872234,1,129,1,253.52782407403,6,12,1,55,2,1,1,2,1,3,1,12,1,1
71960333,2,219,7,223.685208333307,4,16,2,13,1,1,4,1,2,8,1,6,1,1
71985549,1,145,3,166.735613425961,3,17,1,84,1,999,6,3,1,5,2,1,1,1
72028257,2,428,6,428.614270833321,6,14,2,13,1,999,1,3,2,5,1,3,1,1
72078799,2,219,7,217.918761574081,5,22,2,43,2,999,999,3,999,999,1,13,1,1
72105847,1,333,2,364.550439814804,5,13,1,19,1,1,4,2,999,998,1,9,1,1
72126980,1,317,7,355.666504629655,3,15,1,62,2,2,1,1,1,1,997,1,1,1
72219277,1,336,5,348.699965277803,3,16,1,69,1,999,6,2,1,5,2,17,1,1
72397375,2,42,5,41.4982754630037,4,11,2,33,1,1,1,3,1,8,1,2,1,1
72419995,2,340,2,338.70621527778,7,16,1,22,1,1,4,3,1,2,1,3,1,1
72459175,1,320,3,355.709166666726,3,17,1,50,1,1,1,3,1,1,1,15,1,1
72470897,2,42,5,42.3800231481437,5,9,2,13,1,999,999,1,999,999,1,16,1,1
72708443,2,255,1,253.484189814772,6,11,1,29,1,1,1,3,1,9,1,1,1,1
72754022,2,375,2,376.425949074095,3,10,1,6,2,1,4,1,1,1,1,5,1,1
72769522,1,29,6,82.7971180555178,3,19,1,63,2,999,5,2,999,999,1,2,1,1
72798199,2,350,5,363.491180555546,4,11,2,38,2,1,1,3,1,7,1,13,1,1
72977412,1,29,6,117.710960648139,3,17,1,75,1,999,999,2,2,5,2,1,1,1
72999795,2,344,6,342.637037037057,4,15,2,23,1,1,1,3,1,4,1,13,1,1
73016379,2,318,1,318.974386574118,1,23,1,26,1,1,1,3,1,3,1,6,1,1
73051890,1,373,7,390.662280092598,3,15,1,3,1,999,4,1,999,999,1,2,1,1
73207394,2,332,1,331.625833333354,7,15,2,38,1,1,1,2,2,7,1,6,1,1
73335815,1,129,1,259.573356481502,5,13,2,63,1,999,6,2,2,5,2,8,1,1
73444664,2,331,7,330.464861111133,6,11,1,53,2,999,999,2,1,1,1,11,1,1
73463764,2,344,6,347.772974536987,2,18,2,48,1,1,3,3,2,8,1,6,1,1
73474238,2,375,2,372.877141203731,6,21,1,43,1,1,1,2,2,9,1,11,1,1
73647579,2,377,4,377.905023148167,4,21,1,36,1,1,1,2,1,4,1,9,1,1
73855016,2,91,5,91.929664351861,5,22,2,53,1,1,1,1,999,999,1,17,1,1
73959330,2,105,5,105.991805555532,5,23,1,53,1,1,1,3,1,7,1,9,1,1
73985604,2,42,5,43.4683680555318,6,11,2,23,2,1,1,3,1,4,1,11,1,1
74002564,1,333,2,354.493043981493,2,11,2,48,2,1,1,2,1,2,2,12,1,1
74085700,2,42,5,43.9705787036801,6,23,2,33,2,1,1,3,1,6,1,2,1,1
74182378,1,32,2,83.6180787037592,4,14,1,46,1,1,1,3,1,9,1,5,1,1
74341776,1,352,7,369.731863425928,3,17,1,68,1,999,6,3,1,3,2,13,1,1
74395000,2,328,4,330.373622685205,6,8,2,33,1,999,999,3,2,6,1,11,1,1
74643171,1,336,5,370.684768518549,4,16,1,75,1,999,6,3,1,1,2,8,1,1
74722095,2,334,3,331.558020833298,7,13,1,17,2,1,4,2,999,999,1,15,1,1
74746631,1,352,7,370.712696759263,4,17,1,8,1,999,4,1,2,3,1,3,1,1
75031341,2,339,1,339.417083333363,1,10,2,13,1,999,999,999,999,999,1,6,1,1
75083808,1,317,7,351.660289351828,6,15,2,58,2,1,5,3,2,11,997,2,1,1
75374365,2,366,7,366.953402777785,7,22,1,37,1,2,3,3,1,4,1,16,1,1
75378155,2,366,7,367.019432870322,1,0,2,33,2,1,1,3,1,5,1,11,1,1
75429549,1,349,4,369.432488425868,3,10,2,53,1,999,6,2,2,2,1,15,1,1
75567561,1,352,7,370.69767361111,4,16,1,66,1,999,6,2,999,999,997,11,1,1
75567684,1,424,2,434.436331018573,5,10,1,11,1,1,4,1,2,6,2,12,1,1
75580612,1,333,2,348.654861111077,3,15,1,47,2,1,5,1,999,2,2,14,1,2
75583332,2,375,2,375.619166666642,2,14,1,13,1,999,999,998,2,998,1,14,1,1
75584042,1,352,7,369.510763888946,3,12,2,48,1,1,1,2,2,8,1,8,1,1
75606099,2,323,6,323.013217592612,6,0,2,58,2,999,999,2,999,999,1,11,1,1
75622875,2,328,4,334.695520833367,3,16,2,63,2,999,999,3,2,9,2,5,1,1
75747938,2,377,4,375.82233796292,2,19,1,33,2,2,1,3,2,4,2,6,1,1
75774827,2,85,6,88.0162384259747,2,0,1,21,1,1,4,2,1,1,1,13,1,1
75802190,2,169,6,168.562789351796,5,13,2,28,2,2,5,3,1,1,1,11,1,1
75821626,2,339,1,339.660729166702,1,15,2,18,1,1,1,3,1,3,1,13,1,1
75823597,2,351,6,349.818229166674,4,19,2,38,2,1,1,3,1,5,2,13,1,1
75887319,2,332,1,333.910659722169,2,21,2,18,1,1,1,3,2,3,1,13,1,1
75974112,1,43,6,83.7780671296641,4,18,1,59,2,999,6,1,1,1,1,11,1,1
76052461,2,219,7,219.999525462976,7,23,2,23,2,1,1,3,1,6,1,13,1,1
76066410,2,314,4,314.685069444473,4,16,2,43,2,1,997,2,2,6,1,1,1,1
76109939,2,332,1,332.971365740756,1,23,2,43,2,2,1,2,1,3,1,2,1,1
76126531,2,332,1,331.492118055583,7,11,2,48,2,1,1,2,999,999,1,13,1,1
76189078,1,352,7,370.48291666666,4,11,2,43,2,2,1,2,1,6,1,3,1,1
76212658,1,373,7,400.745787037071,6,17,1,14,2,999,4,998,999,999,1,17,1,1
76250789,1,35,5,83.4711574073881,4,11,1,62,2,999,6,2,1,1,2,14,1,1
76281183,1,216,4,265.451064814813,4,10,1,63,2,999,6,3,1,1,1,2,1,1
76317899,2,339,1,337.487893518526,6,11,1,25,1,1,4,3,1,1,1,3,1,1
76349818,1,397,3,431.495590277831,2,11,1,4,2,1,4,1,2,8,1,6,1,1
76739432,1,333,2,348.672858796315,3,16,1,57,1,1,1,3,1,10,1,3,1,1
76973593,1,379,6,393.68769675924,6,16,1,12,1,1,4,1,2,5,1,14,1,1
77053784,2,365,6,366.973298611119,7,23,2,3,1,999,999,999,999,999,1,6,1,1
77069618,2,377,4,377.645046296297,4,15,2,28,1,1,1,3,1,5,1,16,1,1
77133623,1,336,5,355.55232638889,3,13,1,18,2,2,1,1,1,1,1,13,1,1
77153357,2,332,1,329.970185185201,5,23,1,18,1,2,4,3,1,1,1,6,1,1
77166129,2,328,4,329.464236111147,5,11,2,43,1,1,1,3,999,999,1,16,1,1
77283739,2,314,4,313.55395833333,3,13,2,13,2,999,999,2,2,998,1,11,1,1
77319220,2,91,5,91.5616203703685,5,13,2,23,2,1,1,3,999,999,1,9,1,1
77355737,2,31,1,43.4865393518703,6,11,2,48,2,2,1,2,999,999,1,2,1,1
77400450,2,60,2,60.5123379629804,2,12,2,48,2,1,1,2,2,4,2,8,1,1
77477417,2,346,1,346.978125000023,1,23,2,38,2,999,999,3,999,999,2,17,1,1
77514857,2,357,5,363.411874999991,4,9,2,13,2,1,4,1,1,1,1,14,1,1
77647346,2,375,2,384.593842592556,4,14,1,33,1,1,1,3,1,7,1,2,1,1
77710158,2,22,6,24.0588888889179,1,1,1,25,1,1,1,3,1,4,1,17,1,1
77725637,2,377,4,376.853819444426,3,20,2,13,1,999,999,1,999,999,1,17,1,1
77748949,1,29,6,32.7014004630037,2,16,1,58,1,2,3,2,1,2,1,3,1,1
78027519,2,377,4,385.974687500042,5,23,2,3,2,999,999,1,2,10,1,1,1,1
78096234,2,180,3,179.93789351848,2,22,2,28,2,2,3,3,2,5,2,14,1,1
78151694,1,253,6,271.521539351903,3,12,2,53,2,2,1,1,2,9,1,13,1,1
78251014,2,16,7,27.5965509258676,4,14,2,28,2,1,1,3,999,999,1,2,1,1
78274084,2,334,3,332.610682870378,1,14,2,8,1,999,999,1,2,998,1,14,1,1
78394560,1,99,6,105.743587962934,5,17,1,65,2,999,6,2,999,999,2,2,1,1
78474807,2,370,4,370.704247685149,4,16,2,8,1,999,999,1,999,999,1,6,999,1
78475860,2,370,4,372.318749999977,6,7,2,28,1,1,1,3,1,5,1,8,1,1
78485378,1,13,4,28.7532986111473,5,18,1,65,2,2,1,1,1,1,1,6,1,1
78509088,2,318,1,319.958113425877,2,22,2,38,2,1,1,3,1,8,1,8,1,1
78573105,2,331,7,337.991319444496,6,23,2,13,1,1,4,2,1,1,1,2,1,1
78658758,2,85,6,85.6810879629338,6,16,1,54,2,1,1,2,1,5,1,11,1,1
78692773,1,352,7,369.44478009257,3,10,1,6,2,999,4,1,2,2,1,17,1,1
78724340,2,328,4,329.532233796315,5,12,2,58,1,999,999,3,2,4,1,2,1,1
78733428,2,340,2,350.648680555518,5,15,2,53,2,999,999,3,999,999,1,5,1,1
78745890,1,320,3,355.670729166712,3,16,2,48,2,1,1,998,2,2,2,9,1,1
78754706,1,206,1,259.732488425914,5,17,1,19,2,1,1,2,1,3,1,9,1,1
78845538,1,317,7,354.694791666698,2,16,1,53,2,2,5,2,2,6,1,13,1,1
78886714,2,323,6,323.74690972222,6,17,2,33,2,1,1,3,1,7,1,7,1,1
78917226,2,10,1,27.7008217592957,4,16,1,21,1,999,999,3,999,999,1,13,1,1
79073292,1,352,7,369.488912036992,3,11,1,9,2,1,4,1,2,998,1,10,1,1
79105910,2,339,1,339.949016203755,1,22,2,58,1,999,999,3,1,4,2,6,1,2
79151233,1,336,5,368.505578703713,2,12,1,60,2,999,5,2,2,4,997,18,1,1
79300630,2,115,1,135.053796296241,7,1,1,41,1,1,1,3,999,999,1,6,1,1
79325993,2,351,6,355.33613425924,3,8,2,23,2,1,1,3,1,4,1,13,1,1
79384042,1,24,1,83.6731134259608,4,16,1,64,1,2,5,3,999,7,1,14,1,1
79490344,1,373,7,391.481203703675,4,11,1,6,1,999,4,1,2,6,1,6,1,1
79510513,2,59,1,59.0874537037453,1,2,2,18,2,1,1,3,999,999,1,7,1,1
79524265,2,374,1,372.745879629627,6,17,2,28,1,1,1,3,1,4,1,15,1,1
79557575,1,216,4,260.527326388867,6,12,1,63,2,2,1,2,1,2,1,13,1,1
79572942,1,336,5,364.53560185188,5,12,1,53,2,2,1,2,1,3,1,15,1,1
79586105,2,356,4,357.91552083334,5,21,2,53,1,1,1,3,2,11,1,13,1,1
79586148,2,344,6,344.510520833312,6,12,2,13,2,1,4,2,2,7,1,10,1,1
79679001,2,328,4,343.591562499991,5,14,2,53,1,1,2,3,1,9,1,2,1,1
79726647,1,216,4,265.464988425956,4,11,1,70,2,999,5,2,2,7,1,14,1,1
79740749,1,28,5,29.796851851861,6,19,2,38,2,1,3,3,1,4,2,13,1,1
79834335,2,316,6,319.798182870378,2,19,2,58,2,999,999,3,2,8,1,5,1,1
79884110,1,336,5,348.506041666726,3,12,1,75,1,1,6,2,2,6,1,17,1,1
80014822,2,84,5,82.7000925926259,3,16,1,33,1,1,1,3,1,7,2,15,1,1
80052567,2,86,7,90.7543287037406,4,18,1,18,2,999,999,2,2,10,1,2,1,1
80070306,2,328,4,328.905925925937,4,21,2,23,1,1,1,3,1,5,1,7,1,1
80080199,1,216,4,264.73616898153,3,17,1,56,2,999,5,3,2,6,1,5,1,1
80281187,2,356,4,356.872500000056,4,20,2,18,2,2,1,3,1,3,2,17,1,1
80300976,2,332,1,340.959884259268,2,23,2,53,1,1,1,3,999,999,1,14,1,1
80433299,2,84,5,85.4476504629711,6,10,2,13,2,999,999,2,999,999,1,10,1,1
80565373,2,28,5,28.4300231481902,5,10,1,20,1,1,4,3,999,999,2,9,1,1
80581246,1,334,3,368.486157407402,2,11,2,63,1,1,1,1,1,4,1,14,1,1
80595998,1,333,2,364.508726851898,5,12,1,56,1,2,1,2,1,3,2,6,1,999
80649207,2,379,6,379.748634259216,6,17,2,3,1,999,999,1,999,999,1,3,1,1
80651740,2,115,1,115.01582175924,1,0,1,53,2,999,999,2,2,8,1,9,1,1
80684232,2,18,2,15.8864930556156,6,21,2,18,1,1,1,2,1,4,1,18,1,1
80692557,2,115,1,116.390173611115,2,9,2,48,2,1,1,3,999,999,1,5,1,1
80797993,1,317,7,354.71692129632,2,17,1,74,2,999,6,3,1,1,2,6,1,1
81021136,2,351,6,348.723229166702,3,17,2,23,2,1,1,2,1,3,1,11,1,1
