participant_code,residence_type,num_usual_contacts,usual_contact_idx,usual_age_or_range,usual_age_or_mid_range,usual_gender,usual_relation
33476208,1,3,3,1,56,1,9
77477417,1,2,1,2,38,1,1
77477417,1,2,2,2,8,1,3
24730187,1,4,1,1,55,1,1
24730187,1,4,2,1,24,2,3
24730187,1,4,3,1,22,2,3
24730187,1,4,4,1,13,1,3
40338184,1,2,1,1,71,1,1
40338184,1,2,2,1,35,1,3
79151233,1,2,1,1,67,1,1
79151233,1,2,2,1,33,2,3
97736287,1,3,1,2,43,1,1
97736287,1,3,2,2,13,2,3
97736287,1,3,3,2,13,2,3
77153357,1,2,1,1,20,2,4
77153357,1,2,2,2,43,2,2
53326127,1,2,1,1,57,2,1
53326127,1,2,2,1,29,1,3
39243081,1,3,1,1,54,1,2
39243081,1,3,2,1,50,2,2
39243081,1,3,3,1,25,1,4
82383061,1,3,1,1,36,1,2
82383061,1,3,2,1,36,2,2
82383061,1,3,3,1,38,2,997
79884110,1,2,1,1,73,2,1
79884110,1,2,2,1,40,1,3
72219277,1,2,1,1,65,2,1
72219277,1,2,2,1,35,2,3
75887319,1,2,1,2,53,1,2
75887319,1,2,2,2,53,2,2
64734639,1,5,1,2,55,2,2
64734639,1,5,2,2,65,1,2
64734639,1,5,3,1,25,2,8
64734639,1,5,4,2,25,2,4
64734639,1,5,5,2,25,1,4
38509060,1,5,1,2,63,1,2
38509060,1,5,2,2,63,2,2
38509060,1,5,3,2,53,2,4
38509060,1,5,4,2,23,1,997
38509060,1,5,5,2,23,2,999
52880532,1,3,1,1,43,2,1
52880532,1,3,2,1,25,1,3
52880532,1,3,3,1,15,2,3
13229962,1,4,1,2,23,2,3
13229962,1,4,2,2,28,2,3
13229962,1,4,3,2,53,2,1
13229962,1,4,4,2,47.5,2,997
11037821,1,1,1,1,22,1,3
48874542,1,4,1,1,33,2,1
48874542,1,4,2,1,1,1,3
48874542,1,4,3,1,3,2,3
48874542,1,4,4,1,41,2,997
48112344,1,5,1,2,18,2,4
48112344,1,5,2,2,18,2,4
48112344,1,5,3,2,23,1,4
48112344,1,5,4,2,48,2,2
48112344,1,5,5,2,58,1,2
76126531,1,2,1,2,23,2,3
76126531,1,2,2,2,23,1,3
62176309,1,3,1,2,58,1,2
62176309,1,3,2,2,48,2,2
62176309,1,3,3,2,38,2,997
78475860,1,5,1,2,3,1,3
78475860,1,5,2,2,8,1,3
78475860,1,5,3,2,33,2,1
78475860,1,5,4,2,28,2,997
78475860,1,5,5,2,33,1,8
81669050,1,4,1,2,48,2,1
81669050,1,4,2,2,18,1,3
81669050,1,4,3,2,13,2,3
81669050,1,4,4,2,43,2,997
11870454,1,2,1,1,53,1,1
11870454,1,2,2,1,22,1,3
99638299,1,1,1,1,26,1,3
27571683,1,2,1,1,17,1,3
27571683,1,2,2,1,28,1,3
61770335,1,4,1,1,40,1,2
61770335,1,4,2,1,48,1,999
61770335,1,4,3,1,80,1,5
61770335,1,4,4,1,50,2,997
17800285,1,2,1,2,58,1,1
17800285,1,2,2,2,23,2,3
89300315,1,3,1,2,33,1,1
89300315,1,3,2,2,3,1,3
89300315,1,3,3,2,28,2,997
20456667,1,4,1,2,33,1,2
20456667,1,4,2,2,38,2,2
20456667,1,4,3,2,3,1,4
20456667,1,4,4,2,38,2,997
73207394,1,3,1,1,40,2,1
73207394,1,3,2,1,14,1,3
73207394,1,3,3,1,38,2,999
24638255,1,3,1,1,42,1,1
24638255,1,3,2,1,9,1,3
24638255,1,3,3,1,68,2,2
82027979,1,1,1,1,52,2,1
80300976,1,1,1,2,43,2,1
94219601,1,3,1,2,48,2,1
94219601,1,3,2,2,23,1,3
94219601,1,3,3,2,63,2,2
79572942,1,10,1,1,26,1,3
79572942,1,10,2,1,20,1,3
79572942,1,10,3,1,10,2,997
79572942,1,10,4,1,10,2,997
79572942,1,10,5,1,9,1,997
79572942,1,10,6,1,9,1,997
79572942,1,10,7,1,9,2,997
79572942,1,10,8,1,9,2,997
79572942,1,10,9,1,8,1,997
79572942,1,10,10,1,8,2,997
76109939,1,2,1,2,13,1,3
76109939,1,2,2,2,48,1,1
62010218,1,2,1,2,63,1,2
62010218,1,2,2,2,43,2,997
99832513,1,3,1,2,43,2,2
99832513,1,3,2,2,43,1,2
99832513,1,3,3,2,18,1,4
77133623,1,5,1,2,53,1,2
77133623,1,5,2,2,52.5,2,2
77133623,1,5,3,1,9,2,4
77133623,1,5,4,1,24,1,4
77133623,1,5,5,1,25,1,4
20542936,1,3,1,1,65,2,1
20542936,1,3,2,2,36.5,2,3
20542936,1,3,3,2,29,2,3
87330549,1,2,1,1,40,2,1
87330549,1,2,2,1,10,1,3
64804978,1,2,1,1,32,1,1
64804978,1,2,2,1,10,1,3
87331254,1,3,1,2,63,1,1
87331254,1,3,2,2,28,1,3
87331254,1,3,3,2,23,2,3
17937580,1,2,1,2,48,2,2
17937580,1,2,2,2,53,1,2
24248656,1,3,1,2,48,1,1
24248656,1,3,2,2,18,2,3
24248656,1,3,3,2,13,1,3
88320215,1,3,1,2,18,1,4
88320215,1,3,2,2,48,2,2
88320215,1,3,3,2,53,1,2
19402654,1,2,1,1,11,1,6
19402654,1,2,2,2,58,1,1
92719295,1,4,1,2,33,1,2
92719295,1,4,2,2,33,2,2
92719295,1,4,3,2,3,2,4
92719295,1,4,4,2,48,2,997
45685244,1,3,1,1,35,1,1
45685244,1,3,2,1,15,2,3
45685244,1,3,3,1,15,2,3
19992114,1,3,1,2,58,1,2
19992114,1,3,2,2,53,2,2
19992114,1,3,3,2,33,2,4
78573105,1,2,1,2,48,1,2
78573105,1,2,2,2,48,2,2
73444664,1,2,1,1,24,1,3
73444664,1,2,2,1,55,1,1
60192001,1,3,1,2,18,1,4
60192001,1,3,2,2,38,2,2
60192001,1,3,3,2,43,1,2
16305255,1,1,1,1,42,2,4
48478716,1,4,1,1,39,1,1
48478716,1,4,2,1,5,1,3
48478716,1,4,3,1,1,2,3
48478716,1,4,4,2,27.5,2,999
57197274,1,1,1,2,53,2,1
12180851,1,2,1,2,43,1,2
12180851,1,2,2,2,43,2,2
60869355,1,2,1,1,61,2,1
60869355,1,2,2,1,35,1,3
60786097,1,4,1,2,43,1,2
60786097,1,4,2,2,43,2,2
60786097,1,4,3,2,13,2,4
60786097,1,4,4,2,43,2,997
82155858,1,4,1,2,23,1,4
82155858,1,4,2,2,23,2,4
82155858,1,4,3,2,48,2,2
82155858,1,4,4,2,58,1,2
11249443,1,2,1,2,63,1,1
11249443,1,2,2,2,63,2,997
50008060,1,3,1,2,38,1,1
50008060,1,3,2,2,63,1,2
50008060,1,3,3,1,2,2,3
14679892,1,4,1,1,62,2,1
14679892,1,4,2,1,48,1,999
14679892,1,4,3,1,80,1,5
14679892,1,4,4,1,50,2,997
75429549,1,2,1,1,60,2,1
75429549,1,2,2,1,21,1,3
12963872,1,3,1,2,18,1,4
12963872,1,3,2,2,18,2,4
12963872,1,3,3,2,18,2,997
17471372,1,3,1,2,63,1,1
17471372,1,3,2,2,23,1,3
17471372,1,3,3,2,8,1,5
43326784,1,3,1,1,17,2,4
43326784,1,3,2,1,39,2,2
43326784,1,3,3,1,53,1,2
69696039,1,1,1,2,63,2,2
62705764,1,3,1,2,43,1,1
62705764,1,3,2,2,13,2,3
62705764,1,3,3,2,33,2,997
88700905,1,4,1,2,48,1,1
88700905,1,4,2,1,11,2,3
88700905,1,4,3,1,19,1,3
88700905,1,4,4,1,18,2,999
46912449,1,2,1,2,33,2,4
46912449,1,2,2,2,63,2,2
42495031,1,3,1,2,48,1,2
42495031,1,3,2,2,48,2,2
42495031,1,3,3,2,23,1,4
15608543,1,1,1,1,33,1,1
53130951,1,1,1,2,63,2,2
18555473,1,2,1,1,61,2,1
18555473,1,2,2,1,3,1,6
50440925,1,2,1,2,48,2,2
50440925,1,2,2,2,48,1,2
12265942,1,2,1,2,43,2,1
12265942,1,2,2,2,13,1,3
12628787,1,3,1,2,63,2,2
12628787,1,3,2,2,43,2,1
12628787,1,3,3,2,8,1,3
43187386,1,1,1,2,48,2,2
27743004,1,3,1,2,53,1,999
27743004,1,3,2,2,53,2,2
27743004,1,3,3,2,18,1,4
12935940,1,3,1,2,53,1,2
12935940,1,3,2,2,53,2,2
12935940,1,3,3,2,23,1,4
32141401,1,3,1,1,54,2,2
32141401,1,3,2,1,53,1,2
32141401,1,3,3,1,24,2,4
78274084,1,3,1,2,33,2,2
78274084,1,3,2,2,38,1,2
78274084,1,3,3,2,13,1,4
50919735,1,2,1,1,51,2,1
50919735,1,2,2,1,18,1,3
22301029,1,1,1,1,53,2,1
59379543,1,2,1,2,23,1,4
59379543,1,2,2,2,43,2,2
34423945,1,1,1,2,38,2,2
36952004,1,3,1,1,35,2,1
36952004,1,3,2,1,4,1,3
36952004,1,3,3,1,3,2,3
16037020,1,8,1,2,63,1,5
16037020,1,8,2,2,63,2,5
16037020,1,8,3,2,58,1,2
16037020,1,8,4,2,53,2,2
16037020,1,8,5,2,23,1,4
16037020,1,8,6,2,23,1,4
16037020,1,8,7,2,18,2,9
16037020,1,8,8,2,13,1,4
51996739,1,4,1,1,67,1,2
51996739,1,4,2,1,63,2,2
51996739,1,4,3,1,39,2,4
51996739,1,4,4,1,40,1,4
97690987,1,4,1,1,44,2,1
97690987,1,4,2,1,14,2,3
97690987,1,4,3,2,8,1,3
97690987,1,4,4,2,8,1,3
24024370,1,3,1,2,57.5,1,2
24024370,1,3,2,2,57.5,2,2
24024370,1,3,3,2,32.5,2,1
95587383,999,3,1,1,57,1,1
95587383,999,3,2,1,30,2,3
95587383,999,3,3,1,19,1,3
66168894,1,2,1,1,10,2,3
66168894,1,2,2,1,42,2,1
31689500,1,2,1,1,10,1,3
31689500,1,2,2,2,43,2,1
54643422,1,3,1,2,33,1,2
54643422,1,3,2,2,33,2,2
54643422,1,3,3,2,3,1,4
22985548,1,3,1,1,60,1,2
22985548,1,3,2,1,42,2,2
22985548,1,3,3,1,16,1,4
98325760,1,4,1,1,18,1,4
98325760,1,4,2,1,53,1,2
98325760,1,4,3,1,49,2,2
98325760,1,4,4,2,28,2,997
44927185,1,3,1,2,28,2,2
44927185,1,3,2,2,33,1,2
44927185,1,3,3,2,13,1,4
61377782,1,3,1,2,43,2,1
61377782,1,3,2,1,13,1,3
61377782,1,3,3,1,9,1,3
15329748,1,1,1,1,53,2,4
52538370,1,3,1,2,63,1,2
52538370,1,3,2,2,58,2,2
52538370,1,3,3,2,23,2,4
74722095,1,3,1,2,43,2,2
74722095,1,3,2,2,48,1,2
74722095,1,3,3,2,18,2,4
59544261,1,4,1,1,71,1,2
59544261,1,4,2,1,58,2,2
59544261,1,4,3,1,30,2,4
59544261,1,4,4,1,29,2,4
56046687,1,3,1,2,48,1,5
56046687,1,3,2,2,33,1,2
56046687,1,3,3,2,33,2,2
87917134,1,1,1,2,63,2,2
40237141,1,3,1,1,50,2,1
40237141,1,3,2,1,23,1,3
40237141,1,3,3,1,19,1,3
95499173,1,2,1,2,18,2,7
95499173,1,2,2,2,38,2,2
82846363,1,4,1,1,52,1,2
82846363,1,4,2,1,42,2,2
82846363,1,4,3,1,8,2,4
82846363,1,4,4,1,7,2,4
53894905,1,2,1,2,63,2,2
53894905,1,2,2,2,23,2,4
57552032,1,2,1,2,43,2,2
57552032,1,2,2,2,48,1,2
57440023,1,2,1,1,55,1,2
57440023,1,2,2,1,44,2,2
75031341,1,4,1,2,38,1,2
75031341,1,4,2,2,38,2,2
75031341,1,4,3,2,13,1,4
75031341,1,4,4,2,58,2,5
15417052,1,7,1,2,63,1,2
15417052,1,7,2,2,33,1,8
15417052,1,7,3,2,23,1,8
15417052,1,7,4,2,18,1,7
15417052,1,7,5,1,23,2,997
15417052,1,7,6,2,28,2,8
15417052,1,7,7,2,33,1,7
44687895,1,2,1,2,18,1,4
44687895,1,2,2,2,48,2,2
39352176,1,1,1,2,43,2,1
50084327,1,2,1,2,33,1,2
50084327,1,2,2,2,28,2,2
86750143,1,4,1,1,35,1,2
86750143,1,4,2,1,30,2,2
86750143,1,4,3,1,33,1,997
86750143,1,4,4,1,61,2,5
48064114,1,3,1,2,48,1,2
48064114,1,3,2,2,38,2,2
48064114,1,3,3,2,13,1,4
62591993,1,2,1,2,33,999,8
62591993,1,2,2,2,8,999,997
87909822,1,3,1,1,54,2,1
87909822,1,3,2,1,17,2,3
87909822,1,3,3,1,63,2,4
63362095,1,4,1,2,23,2,4
63362095,1,4,2,2,58,2,2
63362095,1,4,3,2,58,1,2
63362095,1,4,4,2,18,1,7
58439159,1,2,1,1,25,2,5
58439159,1,2,2,1,19,1,5
11294271,1,1,1,1,57,2,2
23221606,1,4,1,2,13,1,4
23221606,1,4,2,2,33,2,2
23221606,1,4,3,2,38,1,2
23221606,1,4,4,2,23,2,997
38728677,1,3,1,1,48,1,1
38728677,1,3,2,1,1,1,3
38728677,1,3,3,1,32,2,997
26354694,1,4,1,1,83,1,2
26354694,1,4,2,1,78,2,2
26354694,1,4,3,1,53,1,4
26354694,1,4,4,1,43,1,4
33053855,1,2,1,2,13,2,3
33053855,1,2,2,2,18,2,997
99115647,1,4,1,2,33,1,2
99115647,1,4,2,2,33,2,2
99115647,1,4,3,1,4,1,4
99115647,1,4,4,1,37,2,997
52465278,1,3,1,2,23,1,4
52465278,1,3,2,2,43,2,2
52465278,1,3,3,2,58,1,2
11164072,1,4,1,1,70,1,5
11164072,1,4,2,1,65,2,5
11164072,1,4,3,1,38,1,2
11164072,1,4,4,1,36,2,2
30014205,1,2,1,2,38,2,1
30014205,1,2,2,1,5,2,3
53802698,1,3,1,1,65,2,2
53802698,1,3,2,1,71,1,2
53802698,1,3,3,1,32,2,4
91284267,1,2,1,2,48,2,2
91284267,1,2,2,2,48,1,2
17706280,1,4,1,1,6,1,4
17706280,1,4,2,1,54,2,5
17706280,1,4,3,1,31,1,2
17706280,1,4,4,1,31,2,2
37770233,1,2,1,2,63,2,2
37770233,1,2,2,2,63,1,2
41974155,1,2,1,1,66,1,2
41974155,1,2,2,1,59,2,2
53689754,1,3,1,2,58,2,2
53689754,1,3,2,2,23,2,4
53689754,1,3,3,2,23,1,4
43152321,1,1,1,2,53,1,1
37066265,1,3,1,2,53,1,1
37066265,1,3,2,2,18,1,3
37066265,1,3,3,2,13,2,3
71498839,999,2,1,1,53,1,2
71498839,999,2,2,1,42,2,2
49392448,1,2,1,2,53,1,2
49392448,1,2,2,2,53,2,2
62011974,1,2,1,1,55,1,2
62011974,1,2,2,1,53,2,2
32053730,1,3,1,2,58,2,2
32053730,1,3,2,2,58,1,2
32053730,1,3,3,2,63,2,5
65614797,1,1,1,1,40,2,1
57443819,1,3,1,2,38,2,999
57443819,1,3,2,2,38,1,999
57443819,1,3,3,2,8,1,999
71432880,1,4,1,1,39,2,1
71432880,1,4,2,1,7,2,3
71432880,1,4,3,1,5,1,3
71432880,1,4,4,2,28,2,999
85219503,1,2,1,2,43,1,2
85219503,1,2,2,2,38,2,2
59035061,1,3,1,2,33,1,2
59035061,1,3,2,2,33,2,2
59035061,1,3,3,2,8,1,4
75821626,1,3,1,2,48,1,2
75821626,1,3,2,2,48,2,2
75821626,1,3,3,2,23,2,4
17930358,1,4,1,2,48,2,2
17930358,1,4,2,2,23,2,4
17930358,1,4,3,2,23,2,4
17930358,1,4,4,2,18,2,4
79105910,1,1,1,2,58,2,1
29485037,1,3,1,2,43,999,2
29485037,1,3,2,2,43,999,2
29485037,1,3,3,2,13,1,4
49616996,1,3,1,1,42,1,2
49616996,1,3,2,2,43,2,2
49616996,1,3,3,1,36,2,997
68370147,1,2,1,2,58,1,2
68370147,1,2,2,2,23,2,4
11625385,1,2,1,2,38,1,4
11625385,1,2,2,2,33,2,4
76317899,1,3,1,2,63,1,2
76317899,1,3,2,2,58,2,2
76317899,1,3,3,2,33,2,4
40350146,1,4,1,2,18,1,4
40350146,1,4,2,2,48,2,2
40350146,1,4,3,2,48,2,997
40350146,1,4,4,2,48,1,2
59108938,1,3,1,2,38,2,2
59108938,1,3,2,2,38,1,2
59108938,1,3,3,2,28,2,997
27951738,1,3,1,2,8,1,3
27951738,1,3,2,2,8,2,3
27951738,1,3,3,2,38,2,1
43335279,999,4,1,2,13,2,7
43335279,999,4,2,2,13,1,4
43335279,999,4,3,2,13,1,7
43335279,999,4,4,1,16,1,997
72419995,1,5,1,2,53,1,2
72419995,1,5,2,2,53,2,2
72419995,1,5,3,2,23,2,4
72419995,1,5,4,2,18,2,4
72419995,1,5,5,2,18,1,4
16688087,1,2,1,2,43,2,2
16688087,1,2,2,2,43,2,2
30521751,1,3,1,2,48,2,1
30521751,1,3,2,1,27,2,3
30521751,1,3,3,1,19,2,3
76189078,1,2,1,1,70,1,2
76189078,1,2,2,1,68,2,2
29157551,1,4,1,2,58,1,2
29157551,1,4,2,2,58,2,2
29157551,1,4,3,2,33,2,4
29157551,1,4,4,2,23,1,4
25300496,1,4,1,1,54,1,2
25300496,1,4,2,1,43,2,2
25300496,1,4,3,1,94,1,5
25300496,1,4,4,1,88,2,5
95576448,1,1,1,1,65,1,1
98058870,1,1,1,2,48,2,1
86293261,1,4,1,1,45,1,2
86293261,1,4,2,1,42,2,2
86293261,1,4,3,1,6,1,4
86293261,1,4,4,1,33,2,997
23601144,1,2,1,1,51,2,1
23601144,1,2,2,1,20,2,3
79073292,1,3,1,1,52,1,2
79073292,1,3,2,1,47,2,2
79073292,1,3,3,1,10,1,4
18546643,1,2,1,1,71,1,1
18546643,1,2,2,1,33,2,3
88564173,1,4,1,2,18,1,4
88564173,1,4,2,2,48,1,2
88564173,1,4,3,2,3,1,997
88564173,1,4,4,2,48,2,2
62630853,1,2,1,2,38,1,2
62630853,1,2,2,2,38,2,2
91196872,1,1,1,2,28,2,1
68926036,1,1,1,2,33,2,1
28294664,1,3,1,2,43,1,1
28294664,1,3,2,2,13,1,3
28294664,1,3,3,2,38,2,999
55646398,1,3,1,1,40,1,2
55646398,1,3,2,1,34,2,2
55646398,1,3,3,1,64,2,5
47269857,1,3,1,1,52,1,2
47269857,1,3,2,1,52,2,2
47269857,1,3,3,1,18,1,4
53193716,1,3,1,2,55,2,997
53193716,1,3,2,2,65,1,997
53193716,1,3,3,2,85,2,5
22804641,1,2,1,1,33,1,2
22804641,1,2,2,1,33,2,2
75584042,1,2,1,2,48,2,1
75584042,1,2,2,1,16,1,3
82888904,1,4,1,2,63,1,2
82888904,1,4,2,2,63,2,2
82888904,1,4,3,2,33,2,4
82888904,1,4,4,2,33,2,4
42475363,1,2,1,2,58,2,1
42475363,1,2,2,2,28,2,3
28299235,1,3,1,2,48,2,2
28299235,1,3,2,2,18,1,4
28299235,1,3,3,2,18,2,4
49036139,1,1,1,2,53,1,2
68591939,1,5,1,2,43,2,997
68591939,1,5,2,2,43,2,1
68591939,1,5,3,2,8,1,3
68591939,1,5,4,2,3,2,3
68591939,1,5,5,2,43,2,997
51804787,1,2,1,2,53,2,2
51804787,1,2,2,2,23,1,4
29894332,1,3,1,2,48,1,2
29894332,1,3,2,2,43,2,2
29894332,1,3,3,1,22,2,4
78733428,1,4,1,2,53,1,1
78733428,1,4,2,2,13,1,3
78733428,1,4,3,2,18,2,3
78733428,1,4,4,2,33,2,997
72798199,1,2,1,2,38,1,1
72798199,1,2,2,2,8,2,3
36747282,1,1,1,1,27,2,1
57128384,1,1,1,1,66,2,2
72999795,1,2,1,2,58,1,2
72999795,1,2,2,2,58,2,2
99394518,1,3,1,1,45,2,2
99394518,1,3,2,1,40,1,997
99394518,1,3,3,1,68,1,5
19940509,1,3,1,1,61,2,5
19940509,1,3,2,1,32,1,2
19940509,1,3,3,1,62,1,5
71295020,1,1,1,2,48,2,2
40228225,1,3,1,1,39,1,2
40228225,1,3,2,1,39,2,2
40228225,1,3,3,1,22,2,4
96308877,1,1,1,1,61,2,1
41879117,1,1,1,1,53,1,1
79586148,1,4,1,2,43,2,2
79586148,1,4,2,2,48,1,2
79586148,1,4,3,2,13,2,4
79586148,1,4,4,2,13,1,4
95819081,1,1,1,2,28,1,1
30922684,1,3,1,2,28,2,1
30922684,1,3,2,2,63,1,2
30922684,1,3,3,2,58,2,2
55157168,1,3,1,1,69,1,2
55157168,1,3,2,1,67,2,2
55157168,1,3,3,1,38,1,1
60749242,1,2,1,2,23,1,4
60749242,1,2,2,2,43,1,2
73463764,1,3,1,2,48,2,1
73463764,1,3,2,2,18,2,3
73463764,1,3,3,2,28,2,997
11344005,1,2,1,2,63,2,2
11344005,1,2,2,2,53,1,2
42993061,1,4,1,1,6,2,3
42993061,1,4,2,1,45,2,1
42993061,1,4,3,2,63,1,2
42993061,1,4,4,2,63,2,2
57387685,1,3,1,2,28,2,1
57387685,1,3,2,2,8,1,3
57387685,1,3,3,2,3,1,3
59861568,1,2,1,2,23,2,2
59861568,1,2,2,2,53,2,4
10400394,1,2,1,2,48,1,2
10400394,1,2,2,2,48,2,2
61143500,1,4,1,1,40,2,1
61143500,1,4,2,1,2,1,3
61143500,1,4,3,1,0,2,3
61143500,1,4,4,1,30,2,999
32683957,1,1,1,1,64,2,2
99819582,1,3,1,1,34,2,2
99819582,1,3,2,1,5,2,4
99819582,1,3,3,1,0,1,4
54066249,1,3,1,1,62,1,2
54066249,1,3,2,1,60,2,2
54066249,1,3,3,1,39,1,4
16993408,1,4,1,1,64,2,1
16993408,1,4,2,1,14,1,6
16993408,1,4,3,1,41,2,3
16993408,1,4,4,1,31,1,3
35146558,1,3,1,1,42,2,2
35146558,1,3,2,1,51,1,2
35146558,1,3,3,1,35,2,999
60492313,1,3,1,1,55,1,2
60492313,1,3,2,1,54,2,2
60492313,1,3,3,1,19,1,4
83986437,1,4,1,1,65,1,2
83986437,1,4,2,1,42,2,2
83986437,1,4,3,1,10,1,4
83986437,1,4,4,1,8,2,4
74341776,1,1,1,1,65,2,1
64268051,1,1,1,2,63,2,2
81021136,1,4,1,2,23,2,4
81021136,1,4,2,2,28,1,4
81021136,1,4,3,2,48,2,2
81021136,1,4,4,2,53,1,2
47353122,1,3,1,2,53,2,2
47353122,1,3,2,2,3,2,997
47353122,1,3,3,2,28,2,999
86809017,1,2,1,2,38,1,2
86809017,1,2,2,2,38,2,2
43404638,1,3,1,2,38,2,1
43404638,1,3,2,2,13,1,3
43404638,1,3,3,2,13,2,3
70847722,1,4,1,1,49,2,1
70847722,1,4,2,1,26,2,3
70847722,1,4,3,1,24,2,3
70847722,1,4,4,1,19,2,3
85662841,1,1,1,2,28,2,1
54352448,1,3,1,1,70,1,997
54352448,1,3,2,1,61,1,997
54352448,1,3,3,1,60,2,997
88602520,1,1,1,1,52,1,1
48711852,1,2,1,1,74,1,2
48711852,1,2,2,1,63,2,2
74746631,1,3,1,1,46,1,2
74746631,1,3,2,1,43,2,2
74746631,1,3,3,1,2,1,4
40591509,1,2,1,2,58,1,2
40591509,1,2,2,2,48,2,2
75567561,1,6,1,1,66,1,1
75567561,1,6,2,1,58,2,1
75567561,1,6,3,1,28,1,3
75567561,1,6,4,1,27,2,3
75567561,1,6,5,1,12,2,999
75567561,1,6,6,1,11,2,999
98976964,1,2,1,1,70,1,2
98976964,1,2,2,1,65,2,2
66097828,1,3,1,1,19,2,7
66097828,1,3,2,1,19,2,7
66097828,1,3,3,2,28,1,8
55607039,1,3,1,2,37.5,2,4
55607039,1,3,2,2,67.5,2,2
55607039,1,3,3,2,77.5,1,2
69752642,1,2,1,2,38,1,2
69752642,1,2,2,2,38,2,2
42884894,1,3,1,1,44,2,1
42884894,1,3,2,1,17,1,3
42884894,1,3,3,1,37,2,999
38271972,1,2,1,2,18,2,3
38271972,1,2,2,2,23,1,3
51675219,1,2,1,1,65,2,2
51675219,1,2,2,1,25,1,4
96492298,1,3,1,2,63,2,2
96492298,1,3,2,2,28,2,1
96492298,1,3,3,2,3,1,3
78692773,1,3,1,1,39,2,2
78692773,1,3,2,1,20,2,4
78692773,1,3,3,1,10,1,4
69933227,1,4,1,1,46,1,2
69933227,1,4,2,1,46,2,2
69933227,1,4,3,1,22,2,4
69933227,1,4,4,1,20,2,4
45067009,1,2,1,1,26,1,3
45067009,1,2,2,1,56,2,1
10977706,1,2,1,2,58,2,2
10977706,1,2,2,2,33,2,1
82972110,1,3,1,1,42,2,2
82972110,1,3,2,1,40,1,2
82972110,1,3,3,1,8,2,4
37396748,1,5,1,1,35,2,1
37396748,1,5,2,1,73,1,2
37396748,1,5,3,1,73,2,2
37396748,1,5,4,1,6,1,3
37396748,1,5,5,1,12,2,3
46908275,1,2,1,1,68,1,2
46908275,1,2,2,1,50,2,2
34931103,1,3,1,2,42.5,2,2
34931103,1,3,2,2,42.5,1,2
34931103,1,3,3,2,75,2,5
16682693,1,2,1,1,23,2,3
16682693,1,2,2,1,55,2,1
95759794,1,4,1,1,18,1,3
95759794,1,4,2,1,18,1,7
95759794,1,4,3,2,38,1,2
95759794,1,4,4,2,38,2,2
79325993,1,3,1,2,63,1,2
79325993,1,3,2,2,58,2,2
79325993,1,3,3,2,18,1,4
30122128,1,4,1,2,8,1,4
30122128,1,4,2,2,43,2,2
30122128,1,4,3,2,48,1,2
30122128,1,4,4,2,63,2,5
27250942,1,2,1,2,48,1,2
27250942,1,2,2,2,53,2,2
36693538,1,1,1,2,48,1,2
75823597,1,4,1,2,33,1,1
75823597,1,4,2,2,13,2,3
75823597,1,4,3,2,3,2,3
75823597,1,4,4,2,3,1,3
78474807,1,3,1,2,8,2,3
78474807,1,3,2,2,28,1,1
78474807,1,3,3,2,28,2,1
17851466,1,1,1,2,48,2,1
57928253,1,3,1,2,23,1,9
57928253,1,3,2,2,23,1,9
57928253,1,3,3,2,23,1,9
14017158,1,2,1,1,54,2,1
14017158,1,2,2,1,36,2,3
69715294,1,4,1,2,25,1,3
69715294,1,4,2,2,25,2,3
69715294,1,4,3,2,55,999,1
69715294,1,4,4,2,55,2,4
87452223,1,3,1,1,58,1,2
87452223,1,3,2,1,58,2,2
87452223,1,3,3,1,29,1,4
83473702,1,4,1,2,53,2,5
83473702,1,4,2,2,23,1,2
83473702,1,4,3,2,23,2,2
83473702,1,4,4,2,28,2,997
46233386,1,4,1,1,67,1,5
46233386,1,4,2,1,67,2,5
46233386,1,4,3,1,42,2,2
46233386,1,4,4,1,6,1,4
42818681,1,3,1,1,28,2,1
42818681,1,3,2,1,79,1,2
42818681,1,3,3,1,64,2,2
91464655,1,3,1,2,33,2,2
91464655,1,3,2,2,38,1,2
91464655,1,3,3,2,8,2,4
98903367,1,3,1,1,13,2,4
98903367,1,3,2,999,9001,999,999
98903367,1,3,3,999,9001,999,999
41323143,1,4,1,1,51,2,1
41323143,1,4,2,1,47,2,4
41323143,1,4,3,1,23,1,3
41323143,1,4,4,1,19,2,3
35411283,1,2,1,1,64,2,2
35411283,1,2,2,1,65,1,2
84836384,1,4,1,2,43,2,2
84836384,1,4,2,2,18,2,4
84836384,1,4,3,2,18,2,4
84836384,1,4,4,2,13,2,4
93799182,1,3,1,2,43,1,2
93799182,1,3,2,2,43,2,2
93799182,1,3,3,2,18,1,4
96732089,1,3,1,1,37,2,1
96732089,1,3,2,1,78,2,2
96732089,1,3,3,1,52,1,4
92769599,1,4,1,2,28,2,2
92769599,1,4,2,2,33,1,2
92769599,1,4,3,2,28,2,997
92769599,1,4,4,2,28,2,997
18382054,1,2,1,2,48,2,1
18382054,1,2,2,2,18,1,3
60050415,1,2,1,2,28,1,2
60050415,1,2,2,2,28,2,2
54775752,1,5,1,2,53,1,2
54775752,1,5,2,1,25,1,4
54775752,1,5,3,1,24,2,4
54775752,1,5,4,2,48,2,2
54775752,1,5,5,2,53,1,999
19089426,1,4,1,1,7,2,3
19089426,1,4,2,1,32,1,1
19089426,1,4,3,2,38,2,997
19089426,1,4,4,2,28,2,8
